Entity,Code,Year,Consumption of Ozone-Depleting Substances - All
Guinea,GIN,1990,40.6
Guinea,GIN,1991,42.1
Guinea,GIN,1992,46
Guinea,GIN,1993,44.5
Guinea,GIN,1994,44.5
Guinea,GIN,1995,48.5
Guinea,GIN,1996,52.4
Guinea,GIN,1997,52.2
Guinea,GIN,1998,42
Guinea,GIN,1999,40
Guinea,GIN,2000,49.9
Guinea,GIN,2001,48.4
Guinea,GIN,2002,45
Guinea,GIN,2003,42.1
Guinea,GIN,2004,32.4
Guinea,GIN,2005,26.1
Guinea,GIN,2006,22.9
Guinea,GIN,2007,22.1
Guinea,GIN,2008,22
Guinea,GIN,2009,21.8
Guinea,GIN,2010,23.4
Guinea,GIN,2011,24.53
Guinea,GIN,2012,22.2
Guinea,GIN,2013,7.08
Guinea-Bissau,GNB,1989,22
Guinea-Bissau,GNB,1990,22.2
Guinea-Bissau,GNB,1991,23
Guinea-Bissau,GNB,1992,23.4
Guinea-Bissau,GNB,1993,23.9
Guinea-Bissau,GNB,1994,24.4
Guinea-Bissau,GNB,1995,25.7
Guinea-Bissau,GNB,1996,26.3
Guinea-Bissau,GNB,1997,26.8
Guinea-Bissau,GNB,1998,27.1
Guinea-Bissau,GNB,1999,26
Guinea-Bissau,GNB,2000,26
Guinea-Bissau,GNB,2001,26.9
Guinea-Bissau,GNB,2002,27.2
Guinea-Bissau,GNB,2003,31.4
Guinea-Bissau,GNB,2004,27.2
Guinea-Bissau,GNB,2005,14.6
Guinea-Bissau,GNB,2006,15.2
Guinea-Bissau,GNB,2007,5.2
Guinea-Bissau,GNB,2008,3.9
Guinea-Bissau,GNB,2009,6.65
Guinea-Bissau,GNB,2010,2.9
Guinea-Bissau,GNB,2011,2.86
Guinea-Bissau,GNB,2012,2.7
Guinea-Bissau,GNB,2013,2.31
Guyana,GUY,1989,31.4
Guyana,GUY,1990,19.3
Guyana,GUY,1991,17.7
Guyana,GUY,1992,23
Guyana,GUY,1993,59.8
Guyana,GUY,1994,42.6
Guyana,GUY,1995,94.1
Guyana,GUY,1996,44.4
Guyana,GUY,1997,29.3
Guyana,GUY,1998,30.9
Guyana,GUY,1999,42.6
Guyana,GUY,2000,26.4
Guyana,GUY,2001,21.2
Guyana,GUY,2002,15.6
Guyana,GUY,2003,11.6
Guyana,GUY,2004,12.9
Guyana,GUY,2005,26
Guyana,GUY,2006,9.2
Guyana,GUY,2007,0.6
Guyana,GUY,2008,1.7
Guyana,GUY,2009,1.1
Guyana,GUY,2010,2.4
Guyana,GUY,2011,2.41
Guyana,GUY,2012,1.36
Guyana,GUY,2013,0.96
Guyana,GUY,2014,0.8
Haiti,HTI,1989,0
Haiti,HTI,1991,0
Haiti,HTI,1995,170.5
Haiti,HTI,1996,170.5
Haiti,HTI,1997,170.5
Haiti,HTI,1998,0.2
Haiti,HTI,1999,0.2
Haiti,HTI,2000,185.7
Haiti,HTI,2001,185.7
Haiti,HTI,2002,197.7
Haiti,HTI,2003,121
Haiti,HTI,2004,140.6
Haiti,HTI,2005,85.5
Haiti,HTI,2006,54.8
Haiti,HTI,2007,9.4
Haiti,HTI,2008,3.7
Haiti,HTI,2009,3.85
Haiti,HTI,2010,3.41
Haiti,HTI,2011,4.24
Haiti,HTI,2012,5.15
Haiti,HTI,2013,1.95
Honduras,HND,1989,0.4
Honduras,HND,1991,0
Honduras,HND,1994,114.8
Honduras,HND,1995,369.2
Honduras,HND,1996,779.5
Honduras,HND,1997,620.7
Honduras,HND,1998,430.8
Honduras,HND,1999,634.8
Honduras,HND,2000,556.3
Honduras,HND,2001,639.3
Honduras,HND,2002,555.7
Honduras,HND,2003,591.5
Honduras,HND,2004,519.5
Honduras,HND,2005,448.2
Honduras,HND,2006,391.5
Honduras,HND,2007,305.1
Honduras,HND,2008,216.2
Honduras,HND,2009,153.9
Honduras,HND,2010,161.6
Honduras,HND,2011,109.36
Honduras,HND,2012,80.91
Honduras,HND,2013,18.94
Hungary,HUN,1989,7051.3
Hungary,HUN,1990,7624.8
Hungary,HUN,1991,4156.3
Hungary,HUN,1992,2467.5
Hungary,HUN,1993,1919.2
Hungary,HUN,1994,988.2
Hungary,HUN,1995,684.7
Hungary,HUN,1996,98.8
Hungary,HUN,1997,117.5
Hungary,HUN,1998,122.1
Hungary,HUN,1999,113.7
Hungary,HUN,2000,97.3
Hungary,HUN,2001,96.4
Hungary,HUN,2002,47.3
Hungary,HUN,2003,34.2
Iceland,ISL,1989,221.6
Iceland,ISL,1990,172.4
Iceland,ISL,1991,126.3
Iceland,ISL,1992,88.5
Iceland,ISL,1993,69.2
Iceland,ISL,1994,38.6
Iceland,ISL,1995,7.6
Iceland,ISL,1996,7.5
Iceland,ISL,1997,8.9
Iceland,ISL,1998,7
Iceland,ISL,1999,6.6
Iceland,ISL,2000,6.7
Iceland,ISL,2001,7.1
Iceland,ISL,2002,2.6
Iceland,ISL,2003,2.7
Iceland,ISL,2004,2
Iceland,ISL,2005,1.7
Iceland,ISL,2006,2.4
Iceland,ISL,2007,2.2
Iceland,ISL,2008,2.2
Iceland,ISL,2009,1.8
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0.1
India,IND,1989,9280.1
India,IND,1990,0
India,IND,1991,0
India,IND,1992,11041.2
India,IND,1993,16312.2
India,IND,1994,16066.1
India,IND,1995,10286.9
India,IND,1996,16668.5
India,IND,1997,15165.1
India,IND,1998,12253.6
India,IND,1999,21454.6
India,IND,2000,18695.6
India,IND,2001,14369.8
India,IND,2002,15026.9
India,IND,2003,13848.1
India,IND,2004,10149.8
India,IND,2005,4326.3
India,IND,2006,5280.3
India,IND,2007,2971
India,IND,2008,2904.9
India,IND,2009,977
India,IND,2010,1933.7
India,IND,2011,1484.57
India,IND,2012,1638.45
India,IND,2013,956.14
Indonesia,IDN,1989,1457.1
Indonesia,IDN,1991,80.8
Indonesia,IDN,1992,6693.3
Indonesia,IDN,1993,5686.3
Indonesia,IDN,1994,8027.1
Indonesia,IDN,1995,9199.6
Indonesia,IDN,1996,9476
Indonesia,IDN,1997,7965.8
Indonesia,IDN,1998,6330.5
Indonesia,IDN,1999,5921.2
Indonesia,IDN,2000,5451.2
Indonesia,IDN,2001,5229.5
Indonesia,IDN,2002,5787.4
Indonesia,IDN,2003,5119.8
Indonesia,IDN,2004,4256.7
Indonesia,IDN,2005,2725.7
Indonesia,IDN,2006,553.7
Indonesia,IDN,2007,500.1
Indonesia,IDN,2008,299.9
Indonesia,IDN,2009,374.8
Indonesia,IDN,2010,433
Indonesia,IDN,2011,337.5
Indonesia,IDN,2012,329.38
Indonesia,IDN,2013,310.52
Indonesia,IDN,2014,257.98
Iran,IRN,1989,2287.3
Iran,IRN,1990,1393.9
Iran,IRN,1991,6865
Iran,IRN,1992,7195.3
Iran,IRN,1993,8069
Iran,IRN,1994,6866.2
Iran,IRN,1995,4691.7
Iran,IRN,1996,3773.5
Iran,IRN,1997,9831.9
Iran,IRN,1998,8924.6
Iran,IRN,1999,5926.8
Iran,IRN,2000,5693.3
Iran,IRN,2001,5804.4
Iran,IRN,2002,8572.9
Iran,IRN,2003,6753.6
Iran,IRN,2004,6188.6
Iran,IRN,2005,2448.6
Iran,IRN,2006,1143.8
Iran,IRN,2007,745.6
Iran,IRN,2008,508.6
Iran,IRN,2009,466.3
Iran,IRN,2010,421.3
Iran,IRN,2011,377.58
Iran,IRN,2012,376.81
Iran,IRN,2013,357.84
Iraq,IRQ,1989,67.7
Iraq,IRQ,1991,12.6
Iraq,IRQ,1995,1618.3
Iraq,IRQ,1996,1583.3
Iraq,IRQ,1997,1573.4
Iraq,IRQ,1998,25.9
Iraq,IRQ,1999,27.1
Iraq,IRQ,2000,26.4
Iraq,IRQ,2006,1580.6
Iraq,IRQ,2007,1836.3
Iraq,IRQ,2008,1752.4
Iraq,IRQ,2009,593.1
Iraq,IRQ,2010,105.8
Iraq,IRQ,2011,110.44
Iraq,IRQ,2012,112.2
Iraq,IRQ,2013,101.75
Israel,ISR,1989,5604.5
Israel,ISR,1990,0
Israel,ISR,1991,2148
Israel,ISR,1992,6735.2
Israel,ISR,1993,5670
Israel,ISR,1994,1431.3
Israel,ISR,1995,1103.7
Israel,ISR,1996,-838.6
Israel,ISR,1997,2136.2
Israel,ISR,1998,2258.8
Israel,ISR,1999,1652.8
Israel,ISR,2000,1696.5
Israel,ISR,2001,1147.7
Israel,ISR,2002,1241.3
Israel,ISR,2003,710.6
Israel,ISR,2004,783.1
Israel,ISR,2005,725.9
Israel,ISR,2006,585
Israel,ISR,2007,503.3
Israel,ISR,2008,475.4
Israel,ISR,2009,817.8
Israel,ISR,2010,91.1
Israel,ISR,2011,-488.57
Israel,ISR,2012,731.49
Israel,ISR,2013,90.96
Jamaica,JAM,1989,421.9
Jamaica,JAM,1990,431
Jamaica,JAM,1991,371.7
Jamaica,JAM,1992,482.5
Jamaica,JAM,1993,103.3
Jamaica,JAM,1994,82.4
Jamaica,JAM,1995,93.4
Jamaica,JAM,1996,100.4
Jamaica,JAM,1997,113.8
Jamaica,JAM,1998,221.9
Jamaica,JAM,1999,226.4
Jamaica,JAM,2000,69.5
Jamaica,JAM,2001,61.4
Jamaica,JAM,2002,39.2
Jamaica,JAM,2003,23.1
Jamaica,JAM,2004,23.3
Jamaica,JAM,2005,6.2
Jamaica,JAM,2006,2.5
Jamaica,JAM,2007,2.9
Jamaica,JAM,2008,8.5
Jamaica,JAM,2009,19.5
Jamaica,JAM,2010,15.7
Jamaica,JAM,2011,5.74
Jamaica,JAM,2012,7.4
Jamaica,JAM,2013,3.63
Japan,JPN,1989,275796.7
Japan,JPN,1990,120074.2
Japan,JPN,1991,170008
Japan,JPN,1992,99418.2
Japan,JPN,1993,72952.1
Japan,JPN,1994,23341.5
Japan,JPN,1995,36103.6
Japan,JPN,1996,5944.2
Japan,JPN,1997,7364.5
Japan,JPN,1998,6883.3
Japan,JPN,1999,6867
Japan,JPN,2000,5989.2
Japan,JPN,2001,5261.1
Japan,JPN,2002,2461
Japan,JPN,2003,3559.5
Japan,JPN,2004,1959.4
Japan,JPN,2005,1067.9
Japan,JPN,2006,1051.9
Japan,JPN,2007,1030
Japan,JPN,2008,1050
Japan,JPN,2009,699.5
Japan,JPN,2010,225.4
Japan,JPN,2011,262.83
Japan,JPN,2012,80.84
Japan,JPN,2013,39.59
Jordan,JOR,1989,856.1
Jordan,JOR,1990,798.3
Jordan,JOR,1991,839.5
Jordan,JOR,1992,779
Jordan,JOR,1993,856.3
Jordan,JOR,1994,963.7
Jordan,JOR,1995,944.1
Jordan,JOR,1996,1036.6
Jordan,JOR,1997,1239.2
Jordan,JOR,1998,1110.5
Jordan,JOR,1999,799.9
Jordan,JOR,2000,746.6
Jordan,JOR,2001,607.7
Jordan,JOR,2002,267
Jordan,JOR,2003,228.6
Jordan,JOR,2004,196.9
Jordan,JOR,2005,201.2
Jordan,JOR,2006,150.3
Jordan,JOR,2007,119.5
Jordan,JOR,2008,92.4
Jordan,JOR,2009,97.7
Jordan,JOR,2010,114.2
Jordan,JOR,2011,120.51
Jordan,JOR,2012,143.15
Jordan,JOR,2013,63
Kazakhstan,KAZ,1989,2538.4
Kazakhstan,KAZ,1990,2355.9
Kazakhstan,KAZ,1991,2285.2
Kazakhstan,KAZ,1993,3279.2
Kazakhstan,KAZ,1996,1739.6
Kazakhstan,KAZ,1997,1541.6
Kazakhstan,KAZ,1998,1970.5
Kazakhstan,KAZ,1999,829.6
Kazakhstan,KAZ,2000,597.9
Kazakhstan,KAZ,2001,346.2
Kazakhstan,KAZ,2002,146.9
Kazakhstan,KAZ,2003,64
Kazakhstan,KAZ,2004,45.5
Kazakhstan,KAZ,2005,40
Kazakhstan,KAZ,2006,79.9
Kazakhstan,KAZ,2007,120.9
Kazakhstan,KAZ,2008,128.8
Kazakhstan,KAZ,2009,130.2
Kazakhstan,KAZ,2010,110
Kazakhstan,KAZ,2011,96.75
Kazakhstan,KAZ,2012,21.36
Kazakhstan,KAZ,2013,102.32
Kenya,KEN,1989,275.3
Kenya,KEN,1990,452.3
Kenya,KEN,1991,442.9
Kenya,KEN,1992,350.4
Kenya,KEN,1993,352.1
Kenya,KEN,1994,563.5
Kenya,KEN,1995,562
Kenya,KEN,1996,410.6
Kenya,KEN,1997,573
Kenya,KEN,1998,566.9
Kenya,KEN,1999,387.9
Kenya,KEN,2000,381.4
Kenya,KEN,2001,343.4
Kenya,KEN,2002,322
Kenya,KEN,2003,268.4
Kenya,KEN,2004,200
Kenya,KEN,2005,267.5
Kenya,KEN,2006,134.8
Kenya,KEN,2007,88.8
Kenya,KEN,2008,75.7
Kenya,KEN,2009,58.3
Kenya,KEN,2010,56.2
Kenya,KEN,2011,52.62
Kenya,KEN,2012,42.35
Kenya,KEN,2013,29.14
Kiribati,KIR,1989,0
Kiribati,KIR,1991,0
Kiribati,KIR,1993,0.8
Kiribati,KIR,1994,0.8
Kiribati,KIR,1995,0.8
Kiribati,KIR,1996,0.8
Kiribati,KIR,1997,0.7
Kiribati,KIR,1998,0.6
Kiribati,KIR,1999,0
Kiribati,KIR,2000,0
Kiribati,KIR,2001,0
Kiribati,KIR,2002,0
Kiribati,KIR,2003,0
Kiribati,KIR,2004,0
Kiribati,KIR,2005,0
Kiribati,KIR,2006,0
Kiribati,KIR,2007,0.1
Kiribati,KIR,2008,0.2
Kiribati,KIR,2009,0
Kiribati,KIR,2010,0.1
Kiribati,KIR,2011,0.01
Kiribati,KIR,2012,0.03
Kiribati,KIR,2013,0.03
Kuwait,KWT,1989,2415.1
Kuwait,KWT,1991,0
Kuwait,KWT,1993,576
Kuwait,KWT,1994,694
Kuwait,KWT,1995,615.9
Kuwait,KWT,1996,614.7
Kuwait,KWT,1997,615.3
Kuwait,KWT,1998,546.5
Kuwait,KWT,1999,596.4
Kuwait,KWT,2000,595.1
Kuwait,KWT,2001,518.7
Kuwait,KWT,2002,515.7
Kuwait,KWT,2003,450.6
Kuwait,KWT,2004,485.8
Kuwait,KWT,2005,373.9
Kuwait,KWT,2006,393.1
Kuwait,KWT,2007,427.9
Kuwait,KWT,2008,408.5
Kuwait,KWT,2009,426.1
Kuwait,KWT,2010,439.1
Kuwait,KWT,2011,397.75
Kuwait,KWT,2012,420.15
Kuwait,KWT,2013,414.67
Kyrgyzstan,KGZ,1989,0.1
Kyrgyzstan,KGZ,1991,131.5
Kyrgyzstan,KGZ,1992,120.1
Kyrgyzstan,KGZ,1993,106.5
Kyrgyzstan,KGZ,1994,98.6
Kyrgyzstan,KGZ,1995,95.4
Kyrgyzstan,KGZ,1996,82.9
Kyrgyzstan,KGZ,1997,83.5
Kyrgyzstan,KGZ,1998,70.7
Kyrgyzstan,KGZ,1999,67.9
Kyrgyzstan,KGZ,2000,53.7
Kyrgyzstan,KGZ,2001,67
Kyrgyzstan,KGZ,2002,50.2
Kyrgyzstan,KGZ,2003,47.3
Kyrgyzstan,KGZ,2004,36.5
Kyrgyzstan,KGZ,2005,16.4
Kyrgyzstan,KGZ,2006,8.8
Kyrgyzstan,KGZ,2007,5.8
Kyrgyzstan,KGZ,2008,12.4
Kyrgyzstan,KGZ,2009,7.7
Kyrgyzstan,KGZ,2010,4.3
Kyrgyzstan,KGZ,2011,2.96
Kyrgyzstan,KGZ,2012,2.91
Kyrgyzstan,KGZ,2013,3.99
Laos,LAO,1989,0.3
Laos,LAO,1990,0
Laos,LAO,1991,0
Laos,LAO,1992,4
Laos,LAO,1993,0
Laos,LAO,1994,0
Laos,LAO,1995,43.3
Laos,LAO,1996,43.3
Laos,LAO,1997,43.3
Laos,LAO,1998,43.9
Laos,LAO,1999,44.7
Laos,LAO,2000,45.2
Laos,LAO,2001,42
Laos,LAO,2002,42.9
Laos,LAO,2003,35.9
Laos,LAO,2004,23.1
Laos,LAO,2005,21.3
Laos,LAO,2006,19.4
Laos,LAO,2007,8
Laos,LAO,2008,3.6
Laos,LAO,2009,3
Laos,LAO,2010,2.5
Laos,LAO,2011,2.66
Laos,LAO,2012,2.75
Laos,LAO,2013,1.6
Laos,LAO,2014,2
Latin America + Caribbean,,1989,74449.6
Latin America + Caribbean,,1990,74647.7
Latin America + Caribbean,,1991,48121.1
Latin America + Caribbean,,1992,58599.4
Latin America + Caribbean,,1993,59045.9
Latin America + Caribbean,,1994,43530.3
Latin America + Caribbean,,1995,44614.6
Latin America + Caribbean,,1996,35781
Latin America + Caribbean,,1997,27732.7
Latin America + Caribbean,,1998,31042.3
Latin America + Caribbean,,1999,35768.7
Latin America + Caribbean,,2000,31019.6
Latin America + Caribbean,,2001,26209.3
Latin America + Caribbean,,2002,17683.6
Latin America + Caribbean,,2003,18357.6
Latin America + Caribbean,,2004,19879.9
Latin America + Caribbean,,2005,14496.9
Latin America + Caribbean,,2006,11431.6
Latin America + Caribbean,,2007,7042
Latin America + Caribbean,,2008,5944.9
Latin America + Caribbean,,2009,5386.66
Latin America + Caribbean,,2010,5245.91
Latin America + Caribbean,,2011,4834.55
Latin America + Caribbean,,2012,5166.47
Latin America + Caribbean,,2013,3849.69
Latin America + Caribbean,,2014,2462.51
Latvia,LVA,1989,4761.6
Latvia,LVA,1991,15.3
Latvia,LVA,1995,726.9
Latvia,LVA,1996,342.8
Latvia,LVA,1997,43.2
Latvia,LVA,1998,39.8
Latvia,LVA,1999,25.1
Latvia,LVA,2000,38.2
Latvia,LVA,2001,11.4
Latvia,LVA,2002,3
Latvia,LVA,2003,2.2
Lebanon,LBN,1989,442.7
Lebanon,LBN,1991,0
Lebanon,LBN,1993,942.1
Lebanon,LBN,1994,861.9
Lebanon,LBN,1995,1024.7
Lebanon,LBN,1996,980.9
Lebanon,LBN,1997,884.9
Lebanon,LBN,1998,776.7
Lebanon,LBN,1999,724.8
Lebanon,LBN,2000,777.5
Lebanon,LBN,2001,770.1
Lebanon,LBN,2002,710.8
Lebanon,LBN,2003,685
Lebanon,LBN,2004,432
Lebanon,LBN,2005,354.6
Lebanon,LBN,2006,290
Lebanon,LBN,2007,112.4
Lebanon,LBN,2008,58.2
Lebanon,LBN,2009,58.4
Lebanon,LBN,2010,88.6
Lebanon,LBN,2011,92.26
Lebanon,LBN,2012,94.67
Lebanon,LBN,2013,72.61
Lebanon,LBN,2014,69.69
Lesotho,LSO,1989,6.2
Lesotho,LSO,1991,0.3
Lesotho,LSO,1994,6
Lesotho,LSO,1995,6.8
Lesotho,LSO,1996,6.6
Lesotho,LSO,1997,3.5
Lesotho,LSO,1998,3.4
Lesotho,LSO,1999,2.8
Lesotho,LSO,2000,2.4
Lesotho,LSO,2001,4.1
Lesotho,LSO,2002,4.6
Lesotho,LSO,2003,3.3
Lesotho,LSO,2004,2.1
Lesotho,LSO,2005,1.1
Lesotho,LSO,2006,1.9
Lesotho,LSO,2007,2
Lesotho,LSO,2008,3.3
Lesotho,LSO,2009,3.8
Lesotho,LSO,2010,3.1
Lesotho,LSO,2011,2.5
Lesotho,LSO,2012,2.24
Lesotho,LSO,2013,1.96
Lesotho,LSO,2014,1.14
Liberia,LBR,1989,51.5
Liberia,LBR,1990,27.3
Liberia,LBR,1991,65
Liberia,LBR,1992,66.9
Liberia,LBR,1993,44.3
Liberia,LBR,1994,34.9
Liberia,LBR,1995,67.9
Liberia,LBR,1996,89
Liberia,LBR,1997,77.5
Liberia,LBR,1998,32.4
Liberia,LBR,1999,20.3
Liberia,LBR,2000,42.8
Liberia,LBR,2001,26.2
Liberia,LBR,2002,54
Liberia,LBR,2003,27.8
Liberia,LBR,2004,15.5
Liberia,LBR,2005,5.8
Liberia,LBR,2006,6.2
Liberia,LBR,2007,3.7
Liberia,LBR,2008,3.4
Liberia,LBR,2009,5
Liberia,LBR,2010,5.5
Liberia,LBR,2011,5.41
Liberia,LBR,2012,4.82
Liberia,LBR,2013,4.51
Liberia,LBR,2014,3.74
Libya,LBY,1989,2.2
Libya,LBY,1990,135.1
Libya,LBY,1991,1284.5
Libya,LBY,1992,1527.8
Libya,LBY,1993,1589
Libya,LBY,1994,1582.8
Libya,LBY,1995,1522.4
Libya,LBY,1996,1498.7
Libya,LBY,1997,1324
Libya,LBY,1998,2145.3
Libya,LBY,1999,1472.6
Libya,LBY,2000,1596.5
Libya,LBY,2001,1596.5
Libya,LBY,2002,1596.5
Libya,LBY,2003,1511.6
Libya,LBY,2004,1281.5
Libya,LBY,2005,1088
Libya,LBY,2006,520.7
Libya,LBY,2007,142.8
Libya,LBY,2008,111.6
Libya,LBY,2009,127.5
Libya,LBY,2010,139.26
Libya,LBY,2011,131.89
Libya,LBY,2012,144.1
Libya,LBY,2013,144
Libya,LBY,2014,122.4
Liechtenstein,LIE,1989,18
Liechtenstein,LIE,1990,11
Liechtenstein,LIE,1991,25.1
Liechtenstein,LIE,1992,14.8
Liechtenstein,LIE,1993,10.2
Liechtenstein,LIE,1994,5.7
Liechtenstein,LIE,1995,1.8
Liechtenstein,LIE,1996,0.4
Liechtenstein,LIE,1997,0.2
Liechtenstein,LIE,1998,0
Liechtenstein,LIE,1999,0.1
Liechtenstein,LIE,2000,0.1
Liechtenstein,LIE,2001,0.1
Liechtenstein,LIE,2002,0.1
Liechtenstein,LIE,2003,0.1
Liechtenstein,LIE,2004,-0.1
Liechtenstein,LIE,2005,0
Liechtenstein,LIE,2006,0
Liechtenstein,LIE,2007,0
Liechtenstein,LIE,2008,0
Liechtenstein,LIE,2009,0
Liechtenstein,LIE,2010,0
Liechtenstein,LIE,2011,0
Liechtenstein,LIE,2012,0
Liechtenstein,LIE,2013,0
Lithuania,LTU,1989,5622.4
Lithuania,LTU,1990,4180.1
Lithuania,LTU,1991,3849.2
Lithuania,LTU,1992,2450.7
Lithuania,LTU,1994,665.3
Lithuania,LTU,1995,421.7
Lithuania,LTU,1996,328.4
Lithuania,LTU,1997,122.3
Lithuania,LTU,1998,110.6
Lithuania,LTU,1999,87.9
Lithuania,LTU,2000,50.5
Lithuania,LTU,2001,11.7
Lithuania,LTU,2002,14.7
Lithuania,LTU,2003,13
Madagascar,MDG,1989,50.1
Madagascar,MDG,1991,0.8
Madagascar,MDG,1995,20.8
Madagascar,MDG,1996,23.5
Madagascar,MDG,1997,114.3
Madagascar,MDG,1998,27
Madagascar,MDG,1999,27.5
Madagascar,MDG,2000,14.2
Madagascar,MDG,2001,11.3
Madagascar,MDG,2002,8.8
Madagascar,MDG,2003,7.9
Madagascar,MDG,2004,9.7
Madagascar,MDG,2005,9.6
Madagascar,MDG,2006,4
Madagascar,MDG,2007,4.2
Madagascar,MDG,2008,3
Madagascar,MDG,2009,33
Madagascar,MDG,2010,16.8
Madagascar,MDG,2011,16.5
Madagascar,MDG,2012,15.95
Madagascar,MDG,2013,15.95
Malawi,MWI,1989,0.4
Malawi,MWI,1991,97.3
Malawi,MWI,1992,61.8
Malawi,MWI,1993,174.5
Malawi,MWI,1994,156.8
Malawi,MWI,1995,160.2
Malawi,MWI,1996,181.3
Malawi,MWI,1997,159.5
Malawi,MWI,1998,184.3
Malawi,MWI,1999,180.5
Malawi,MWI,2000,101.7
Malawi,MWI,2001,88
Malawi,MWI,2002,75.4
Malawi,MWI,2003,60.9
Malawi,MWI,2004,12.1
Malawi,MWI,2005,7.1
Malawi,MWI,2006,6.6
Malawi,MWI,2007,5.1
Malawi,MWI,2008,6.7
Malawi,MWI,2009,8.6
Malawi,MWI,2010,13
Malawi,MWI,2011,12.71
Malawi,MWI,2012,12.54
Malawi,MWI,2013,10.18
Malawi,MWI,2014,9.35
Malaysia,MYS,1989,4856.8
Malaysia,MYS,1990,4193.7
Malaysia,MYS,1991,4501.8
Malaysia,MYS,1992,4469.5
Malaysia,MYS,1993,4266.8
Malaysia,MYS,1994,5188.4
Malaysia,MYS,1995,3740.2
Malaysia,MYS,1996,3285.1
Malaysia,MYS,1997,3619.3
Malaysia,MYS,1998,2625.5
Malaysia,MYS,1999,2342.5
Malaysia,MYS,2000,2435
Malaysia,MYS,2001,2374.7
Malaysia,MYS,2002,1966.3
Malaysia,MYS,2003,1516.6
Malaysia,MYS,2004,1483.6
Malaysia,MYS,2005,1042.4
Malaysia,MYS,2006,964.3
Malaysia,MYS,2007,664.2
Malaysia,MYS,2008,571.2
Malaysia,MYS,2009,604.5
Malaysia,MYS,2010,542.8
Malaysia,MYS,2011,485.8
Malaysia,MYS,2012,737.6
Malaysia,MYS,2013,449.93
Malaysia,MYS,2014,473.39
Maldives,MDV,1989,2.2
Maldives,MDV,1990,4.5
Maldives,MDV,1991,5.9
Maldives,MDV,1992,16.1
Maldives,MDV,1993,18.5
Maldives,MDV,1994,23.8
Maldives,MDV,1995,5.9
Maldives,MDV,1996,0
Maldives,MDV,1997,7.8
Maldives,MDV,1998,0.9
Maldives,MDV,1999,1.5
Maldives,MDV,2000,4.6
Maldives,MDV,2001,15.7
Maldives,MDV,2002,4
Maldives,MDV,2003,2
Maldives,MDV,2004,2.2
Maldives,MDV,2005,2.7
Maldives,MDV,2006,5.4
Maldives,MDV,2007,4.4
Maldives,MDV,2008,3.7
Maldives,MDV,2009,5.1
Maldives,MDV,2010,4
Maldives,MDV,2011,3.67
Maldives,MDV,2012,3.69
Maldives,MDV,2013,3.19
Maldives,MDV,2014,3.32
Mali,MLI,1989,1.6
Mali,MLI,1990,0
Mali,MLI,1991,0
Mali,MLI,1992,0
Mali,MLI,1993,0
Mali,MLI,1994,0
Mali,MLI,1995,106.1
Mali,MLI,1996,111.6
Mali,MLI,1997,115.2
Mali,MLI,1998,117
Mali,MLI,1999,39
Mali,MLI,2000,30.2
Mali,MLI,2001,28.3
Mali,MLI,2002,30.1
Mali,MLI,2003,31.6
Mali,MLI,2004,31.7
Mali,MLI,2005,33.1
Mali,MLI,2006,26
Mali,MLI,2007,21.6
Mali,MLI,2008,14.5
Mali,MLI,2009,14.4
Mali,MLI,2010,15.5
Mali,MLI,2011,17.6
Mali,MLI,2012,16.61
Mali,MLI,2013,10.29
Malta,MLT,1989,383.9
Malta,MLT,1990,194.7
Malta,MLT,1991,130.2
Malta,MLT,1992,95.9
Malta,MLT,1993,71.7
Malta,MLT,1994,135.3
Malta,MLT,1995,109.5
Malta,MLT,1996,98.4
Malta,MLT,1997,82.1
Malta,MLT,1998,143.4
Malta,MLT,1999,261.1
Malta,MLT,2000,99.5
Malta,MLT,2001,94.7
Malta,MLT,2002,40.5
Malta,MLT,2003,43.8
Marshall Islands,MHL,1989,1.3
Marshall Islands,MHL,1990,1.2
Marshall Islands,MHL,1991,1.2
Marshall Islands,MHL,1992,1.2
Marshall Islands,MHL,1993,1.3
Marshall Islands,MHL,1994,1.3
Marshall Islands,MHL,1995,1.3
Marshall Islands,MHL,1996,1.2
Marshall Islands,MHL,1997,1.2
Marshall Islands,MHL,1998,0.7
Marshall Islands,MHL,1999,1.2
Marshall Islands,MHL,2000,0.6
Marshall Islands,MHL,2001,0.3
Marshall Islands,MHL,2002,0.3
Marshall Islands,MHL,2003,0.5
Marshall Islands,MHL,2004,0.1
Marshall Islands,MHL,2005,0
Marshall Islands,MHL,2006,0.1
Marshall Islands,MHL,2007,0.2
Marshall Islands,MHL,2008,0.2
Marshall Islands,MHL,2009,0.2
Marshall Islands,MHL,2010,0.2
Marshall Islands,MHL,2011,0.24
Marshall Islands,MHL,2012,0.21
Marshall Islands,MHL,2013,0.12
Mashriq,,1989,2600.7
Mashriq,,1991,2250.9
Mashriq,,1995,6594.6
Mashriq,,1996,6615.8
Mashriq,,1997,6453.7
Mashriq,,1998,3654.6
Mashriq,,1999,3360.3
Mashriq,,2000,3263
Mashriq,,2006,2731.7
Mashriq,,2007,2440.5
Mashriq,,2008,2192.8
Mashriq,,2009,979.9
Mashriq,,2010,476.1
Mashriq,,2011,499.78
Mashriq,,2012,433.2
