,Entity,Year,Total GHG
1748,Gambia,2010,2160000.0
1749,Gambia,2011,1920000.0
1750,Gambia,2012,2020000.0
1751,Gambia,2013,2090000.0
1752,Gambia,2014,2240000.0
1755,Georgia,1990,47970000.0
1756,Georgia,1991,37820000.0
1757,Georgia,1992,29840000.0
1758,Georgia,1993,23570000.0
1759,Georgia,1994,16200000.0
1760,Georgia,1995,12720000.0
1761,Georgia,1996,11090000.0
1762,Georgia,1997,10420000.0
1763,Georgia,1998,9900000.0
1764,Georgia,1999,9630000.0
1765,Georgia,2000,9950000.0
1766,Georgia,2001,8140000.000000001
1767,Georgia,2002,7460000.0
1768,Georgia,2003,8010000.0
1769,Georgia,2004,8119999.999999999
1770,Georgia,2005,8790000.0
1771,Georgia,2006,9100000.0
1772,Georgia,2007,9920000.0
1773,Georgia,2008,9030000.0
1774,Georgia,2009,9750000.0
1775,Georgia,2010,9490000.0
1776,Georgia,2011,14420000.0
1777,Georgia,2012,15250000.0
1778,Georgia,2013,15540000.0
1779,Georgia,2014,16500000.0
1782,Germany,1990,1107230000.0
1783,Germany,1991,1077610000.0
1784,Germany,1992,1029960000.0
1785,Germany,1993,1022250000.0
1786,Germany,1994,1009380000.0
1787,Germany,1995,1002760000.0
1788,Germany,1996,1030960000.0
1789,Germany,1997,992920000.0
1790,Germany,1998,966780000.0
1791,Germany,1999,932270000.0
1792,Germany,2000,922880000.0
1793,Germany,2001,970630000.0
1794,Germany,2002,952160000.0
1795,Germany,2003,951080000.0
1796,Germany,2004,931260000.0
1797,Germany,2005,906560000.0
1798,Germany,2006,918190000.0
1799,Germany,2007,888290000.0
1800,Germany,2008,892660000.0
1801,Germany,2009,834120000.0
1802,Germany,2010,864720000.0
1803,Germany,2011,812510000.0
1804,Germany,2012,826220000.0
1805,Germany,2013,844050000.0
1806,Germany,2014,803720000.0
1809,Ghana,1990,34350000.0
1810,Ghana,1991,34680000.0
1811,Ghana,1992,35400000.0
1812,Ghana,1993,35860000.0
1813,Ghana,1994,36310000.0
1814,Ghana,1995,36910000.0
1815,Ghana,1996,36940000.0
1816,Ghana,1997,38320000.0
1817,Ghana,1998,41940000.0
1818,Ghana,1999,40970000.0
1819,Ghana,2000,41760000.0
1820,Ghana,2001,59880000.0
1821,Ghana,2002,61100000.0
1822,Ghana,2003,61180000.0
1823,Ghana,2004,60030000.0
1824,Ghana,2005,63070000.0
1825,Ghana,2006,19080000.0
1826,Ghana,2007,19820000.0
1827,Ghana,2008,19220000.0
1828,Ghana,2009,21010000.0
1829,Ghana,2010,23160000.0
1830,Ghana,2011,42290000.0
1831,Ghana,2012,44700000.0
1832,Ghana,2013,47720000.0
1833,Ghana,2014,48020000.0
1836,Greece,1990,94720000.0
1837,Greece,1991,94780000.0
1838,Greece,1992,96850000.0
1839,Greece,1993,97210000.0
1840,Greece,1994,99840000.0
1841,Greece,1995,104280000.0
1842,Greece,1996,105290000.0
1843,Greece,1997,106410000.0
1844,Greece,1998,110620000.0
1845,Greece,1999,111500000.0
1846,Greece,2000,117200000.0
1847,Greece,2001,117940000.0
1848,Greece,2002,118130000.0
1849,Greece,2003,121380000.0
1850,Greece,2004,121210000.0
1851,Greece,2005,123280000.0
1852,Greece,2006,121590000.0
1853,Greece,2007,125140000.0
1854,Greece,2008,121420000.0
1855,Greece,2009,114190000.0
1856,Greece,2010,107440000.0
1857,Greece,2011,105110000.0
1858,Greece,2012,99910000.0
1859,Greece,2013,92290000.0
1860,Greece,2014,89110000.0
1863,Grenada,1990,1840000.0
1864,Grenada,1991,1850000.0
1865,Grenada,1992,1870000.0
1866,Grenada,1993,1890000.0
1867,Grenada,1994,1920000.0
1868,Grenada,1995,1940000.0
1869,Grenada,1996,1960000.0
1870,Grenada,1997,1990000.0
1871,Grenada,1998,2010000.0
1872,Grenada,1999,2040000.0
1873,Grenada,2000,2050000.0
1874,Grenada,2001,2420000.0
1875,Grenada,2002,2440000.0
1876,Grenada,2003,2460000.0
1877,Grenada,2004,2460000.0
1878,Grenada,2005,2480000.0
1879,Grenada,2006,1980000.0
1880,Grenada,2007,2000000.0
1881,Grenada,2008,2030000.0
1882,Grenada,2009,2040000.0
1883,Grenada,2010,2050000.0
1884,Grenada,2011,2230000.0
1885,Grenada,2012,2260000.0
1886,Grenada,2013,2300000.0
1887,Grenada,2014,2250000.0
1890,Guatemala,1990,28930000.0
1891,Guatemala,1991,29390000.0
1892,Guatemala,1992,30650000.0
1893,Guatemala,1993,31410000.0
1894,Guatemala,1994,31740000.0
1895,Guatemala,1995,32900000.0
1896,Guatemala,1996,32300000.0
1897,Guatemala,1997,32780000.0
1898,Guatemala,1998,36610000.0
1899,Guatemala,1999,35330000.0
1900,Guatemala,2000,37860000.0
1901,Guatemala,2001,37090000.0
1902,Guatemala,2002,38950000.0
1903,Guatemala,2003,44040000.0
1904,Guatemala,2004,39110000.0
1905,Guatemala,2005,43820000.0
1906,Guatemala,2006,41330000.0
1907,Guatemala,2007,44360000.0
1908,Guatemala,2008,41760000.0
1909,Guatemala,2009,44020000.0
1910,Guatemala,2010,43210000.0
1911,Guatemala,2011,35340000.0
1912,Guatemala,2012,35910000.0
1913,Guatemala,2013,37790000.0
1914,Guatemala,2014,38090000.0
1917,Guinea,1990,26790000.0
1918,Guinea,1991,27110000.0
1919,Guinea,1992,27450000.0
1920,Guinea,1993,27810000.0
1921,Guinea,1994,28330000.0
1922,Guinea,1995,28750000.0
1923,Guinea,1996,25820000.0
1924,Guinea,1997,26050000.0
1925,Guinea,1998,27600000.0
1926,Guinea,1999,27400000.0
1927,Guinea,2000,27720000.0
1928,Guinea,2001,29360000.0
1929,Guinea,2002,30410000.0
1930,Guinea,2003,32470000.0
1931,Guinea,2004,34360000.0
1932,Guinea,2005,34290000.0
1933,Guinea,2006,35610000.0
1934,Guinea,2007,36750000.0
1935,Guinea,2008,33670000.0
1936,Guinea,2009,35470000.0
1937,Guinea,2010,37100000.0
1938,Guinea,2011,39610000.0
1939,Guinea,2012,40200000.0
1940,Guinea,2013,40210000.0
1941,Guinea,2014,41760000.0
1944,Guinea-Bissau,1990,3170000.0
1945,Guinea-Bissau,1991,3180000.0
1946,Guinea-Bissau,1992,3220000.0
1947,Guinea-Bissau,1993,3250000.0
1948,Guinea-Bissau,1994,3270000.0
1949,Guinea-Bissau,1995,3310000.0
1950,Guinea-Bissau,1996,3130000.0
1951,Guinea-Bissau,1997,3170000.0
1952,Guinea-Bissau,1998,3390000.0
1953,Guinea-Bissau,1999,3750000.0
1954,Guinea-Bissau,2000,3460000.0
1955,Guinea-Bissau,2001,4800000.0
1956,Guinea-Bissau,2002,4460000.0
1957,Guinea-Bissau,2003,4410000.0
1958,Guinea-Bissau,2004,4300000.0
1959,Guinea-Bissau,2005,4250000.0
1960,Guinea-Bissau,2006,3710000.0
1961,Guinea-Bissau,2007,3750000.0
1962,Guinea-Bissau,2008,3640000.0
1963,Guinea-Bissau,2009,3850000.0
1964,Guinea-Bissau,2010,3980000.0
1965,Guinea-Bissau,2011,3910000.0
1966,Guinea-Bissau,2012,4110000.000000001
1967,Guinea-Bissau,2013,4000000.0
1968,Guinea-Bissau,2014,4020000.0
1971,Guyana,1990,22370000.0
1972,Guyana,1991,22600000.0
1973,Guyana,1992,22590000.0
1974,Guyana,1993,22720000.0
1975,Guyana,1994,23030000.0
1976,Guyana,1995,23340000.0
1977,Guyana,1996,14040000.0
1978,Guyana,1997,13990000.0
1979,Guyana,1998,17630000.0
1980,Guyana,1999,12870000.0
1981,Guyana,2000,12310000.0
1982,Guyana,2001,16250000.0
1983,Guyana,2002,17760000.0
1984,Guyana,2003,46730000.0
1985,Guyana,2004,15870000.0
1986,Guyana,2005,25180000.0
1987,Guyana,2006,17820000.0
1988,Guyana,2007,17360000.0
1989,Guyana,2008,19920000.0
1990,Guyana,2009,21960000.0
1991,Guyana,2010,34410000.0
1992,Guyana,2011,24250000.0
1993,Guyana,2012,29190000.0
1994,Guyana,2013,26850000.0
1995,Guyana,2014,35380000.0
1998,Haiti,1990,5180000.0
1999,Haiti,1991,5440000.0
2000,Haiti,1992,5840000.0
2001,Haiti,1993,5550000.0
2002,Haiti,1994,5010000.0
2003,Haiti,1995,5790000.0
2004,Haiti,1996,6110000.0
2005,Haiti,1997,6520000.0
2006,Haiti,1998,6620000.0
2007,Haiti,1999,6770000.0
2008,Haiti,2000,7170000.0
2009,Haiti,2001,7410000.0
2010,Haiti,2002,7660000.0
2011,Haiti,2003,7610000.0
2012,Haiti,2004,7930000.0
2013,Haiti,2005,8090000.0
2014,Haiti,2006,8119999.999999999
2015,Haiti,2007,8500000.0
2016,Haiti,2008,8540000.0
2017,Haiti,2009,8520000.0
2018,Haiti,2010,8490000.0
2019,Haiti,2011,8530000.0
2020,Haiti,2012,8560000.0
2021,Haiti,2013,8730000.0
2022,Haiti,2014,9360000.0
2025,Honduras,1990,53490000.0
2026,Honduras,1991,53640000.0
2027,Honduras,1992,53970000.0
2028,Honduras,1993,53760000.0
2029,Honduras,1994,54470000.0
2030,Honduras,1995,55290000.0
2031,Honduras,1996,53930000.0
2032,Honduras,1997,54250000.0
2033,Honduras,1998,54760000.0
2034,Honduras,1999,53800000.0
2035,Honduras,2000,54230000.0
2036,Honduras,2001,42830000.0
2037,Honduras,2002,43320000.0
2038,Honduras,2003,48800000.0
2039,Honduras,2004,45790000.0
2040,Honduras,2005,49280000.0
2041,Honduras,2006,45700000.0
2042,Honduras,2007,47480000.0
2043,Honduras,2008,47360000.0
2044,Honduras,2009,47670000.0
2045,Honduras,2010,47330000.0
2046,Honduras,2011,50260000.0
2047,Honduras,2012,48380000.0
2048,Honduras,2013,50230000.0
2049,Honduras,2014,50510000.0
2052,Hungary,1990,90790000.0
2053,Hungary,1991,85780000.0
2054,Hungary,1992,75740000.0
2055,Hungary,1993,76370000.0
2056,Hungary,1994,75980000.0
2057,Hungary,1995,74240000.0
2058,Hungary,1996,76450000.0
2059,Hungary,1997,74820000.0
2060,Hungary,1998,74680000.0
2061,Hungary,1999,75450000.0
2062,Hungary,2000,72660000.0
2063,Hungary,2001,76650000.0
2064,Hungary,2002,74680000.0
2065,Hungary,2003,77620000.0
2066,Hungary,2004,76420000.0
2067,Hungary,2005,75390000.0
2068,Hungary,2006,72570000.0
2069,Hungary,2007,70430000.0
2070,Hungary,2008,69010000.0
2071,Hungary,2009,63050000.0
2072,Hungary,2010,62940000.0
2073,Hungary,2011,63480000.0
2074,Hungary,2012,59710000.0
2075,Hungary,2013,57160000.0
2076,Hungary,2014,57690000.0
2079,Iceland,1990,3380000.0
2080,Iceland,1991,3290000.0
2081,Iceland,1992,3060000.0
2082,Iceland,1993,2970000.0
2083,Iceland,1994,3140000.0
2084,Iceland,1995,3070000.0
2085,Iceland,1996,3270000.0
2086,Iceland,1997,3270000.0
2087,Iceland,1998,3420000.0
2088,Iceland,1999,3440000.0
2089,Iceland,2000,3470000.0
2090,Iceland,2001,3280000.0
2091,Iceland,2002,3330000.0
2092,Iceland,2003,3320000.0
2093,Iceland,2004,3410000.0
2094,Iceland,2005,3310000.0
2095,Iceland,2006,4030000.000000001
2096,Iceland,2007,3780000.0
2097,Iceland,2008,3670000.0
2098,Iceland,2009,3370000.0
2099,Iceland,2010,3180000.0
2100,Iceland,2011,2950000.0
2101,Iceland,2012,2950000.0
2102,Iceland,2013,3040000.0
2103,Iceland,2014,3090000.0
2106,India,1990,1183050000.0
2107,India,1991,1238060000.0
2108,India,1992,1269780000.0
2109,India,1993,1301280000.0
2110,India,1994,1347490000.0
2111,India,1995,1413990000.0
2112,India,1996,1459040000.0
2113,India,1997,1515750000.0
2114,India,1998,1548000000.0
2115,India,1999,1627120000.0
2116,India,2000,1664020000.0
2117,India,2001,1569360000.0
2118,India,2002,1591500000.0
2119,India,2003,1634280000.0
2120,India,2004,1728850000.0
2121,India,2005,1803320000.0
2122,India,2006,1936950000.0
2123,India,2007,2078820000.0
2124,India,2008,2170720000.0
2125,India,2009,2355660000.0
2126,India,2010,2457760000.0
2127,India,2011,2800430000.0
2128,India,2012,2943690000.0
2129,India,2013,2994460000.0
2130,India,2014,3163700000.0
2133,Indonesia,1990,1512130000.0
2134,Indonesia,1991,1529730000.0
2135,Indonesia,1992,1550510000.0
2136,Indonesia,1993,1566950000.0
2137,Indonesia,1994,1583950000.0
2138,Indonesia,1995,1615020000.0
2139,Indonesia,1996,1403980000.0
2140,Indonesia,1997,2390380000.0
2141,Indonesia,1998,1598720000.0
2142,Indonesia,1999,1484750000.0
2143,Indonesia,2000,1406680000.0
2144,Indonesia,2001,1663980000.0
2145,Indonesia,2002,2199080000.0
2146,Indonesia,2003,1822690000.0
2147,Indonesia,2004,2205430000.0
2148,Indonesia,2005,1912930000.0
2149,Indonesia,2006,2681880000.0
2150,Indonesia,2007,2057190000.0
2151,Indonesia,2008,2043340000.0
2152,Indonesia,2009,2475020000.0
2153,Indonesia,2010,2049350000.0
2154,Indonesia,2011,2276710000.0
2155,Indonesia,2012,2319980000.0
2156,Indonesia,2013,2294460000.0
2157,Indonesia,2014,2732160000.0
2160,Iran,1990,260770000.0
2161,Iran,1991,301180000.0
2162,Iran,1992,322100000.0
2163,Iran,1993,320430000.0
2164,Iran,1994,352910000.0
2165,Iran,1995,370190000.0
2166,Iran,1996,384420000.0
2167,Iran,1997,401820000.0
2168,Iran,1998,409930000.0
2169,Iran,1999,447820000.0
2170,Iran,2000,466630000.0
2171,Iran,2001,480140000.0
2172,Iran,2002,504890000.0
2173,Iran,2003,534120000.0
2174,Iran,2004,571070000.0
2175,Iran,2005,609880000.0
2176,Iran,2006,658380000.0
2177,Iran,2007,696800000.0
2178,Iran,2008,710220000.0
2179,Iran,2009,734520000.0
2180,Iran,2010,740760000.0
2181,Iran,2011,817820000.0
2182,Iran,2012,825980000.0
2183,Iran,2013,846810000.0
2184,Iran,2014,858830000.0
2187,Iraq,1990,77770000.0
2188,Iraq,1991,57450000.0
2189,Iraq,1992,79130000.0
2190,Iraq,1993,102100000.0
2191,Iraq,1994,113160000.0
2192,Iraq,1995,109090000.0
2193,Iraq,1996,110930000.0
2194,Iraq,1997,129460000.0
2195,Iraq,1998,95900000.0
2196,Iraq,1999,79300000.0
2197,Iraq,2000,89670000.0
2198,Iraq,2001,101240000.0
2199,Iraq,2002,93790000.0
2200,Iraq,2003,85800000.0
2201,Iraq,2004,90070000.0
2202,Iraq,2005,104210000.0
2203,Iraq,2006,99700000.0
2204,Iraq,2007,93940000.0
2205,Iraq,2008,103300000.0
2206,Iraq,2009,126530000.0
2207,Iraq,2010,140200000.0
2208,Iraq,2011,151650000.0
2209,Iraq,2012,173610000.0
2210,Iraq,2013,184760000.0
2211,Iraq,2014,191610000.0
2214,Ireland,1990,54340000.0
2215,Ireland,1991,54890000.0
2216,Ireland,1992,55100000.0
2217,Ireland,1993,55790000.0
2218,Ireland,1994,57310000.0
2219,Ireland,1995,58070000.0
2220,Ireland,1996,59660000.0
2221,Ireland,1997,61150000.0
2222,Ireland,1998,64540000.00000001
2223,Ireland,1999,66090000.0
2224,Ireland,2000,69070000.0
2225,Ireland,2001,71840000.0
2226,Ireland,2002,71090000.0
2227,Ireland,2003,71400000.0
2228,Ireland,2004,70620000.0
2229,Ireland,2005,71820000.0
2230,Ireland,2006,67370000.0
2231,Ireland,2007,65769999.99999999
2232,Ireland,2008,64680000.00000001
2233,Ireland,2009,59260000.0
2234,Ireland,2010,58340000.0
2235,Ireland,2011,60600000.0
2236,Ireland,2012,62000000.0
2237,Ireland,2013,61080000.0
2238,Ireland,2014,61260000.0
2241,Israel,1990,44070000.0
2242,Israel,1991,45140000.0
2243,Israel,1992,48000000.0
2244,Israel,1993,51960000.0
2245,Israel,1994,55390000.0
2246,Israel,1995,59190000.0
2247,Israel,1996,62310000.0
2248,Israel,1997,65239999.99999999
2249,Israel,1998,66640000.0
2250,Israel,1999,68840000.0
2251,Israel,2000,73680000.0
2252,Israel,2001,73410000.0
2253,Israel,2002,75490000.0
2254,Israel,2003,76270000.0
2255,Israel,2004,77390000.0
2256,Israel,2005,76030000.0
2257,Israel,2006,80410000.0
2258,Israel,2007,83650000.0
2259,Israel,2008,84310000.0
2260,Israel,2009,83920000.0
2261,Israel,2010,89280000.0
2262,Israel,2011,89500000.0
2263,Israel,2012,96690000.0
2264,Israel,2013,88910000.0
2265,Israel,2014,87610000.0
2268,Italy,1990,441120000.0
2269,Italy,1991,438900000.0
2270,Italy,1992,434880000.0
2271,Italy,1993,431020000.0
2272,Italy,1994,425970000.0
2273,Italy,1995,449430000.0
2274,Italy,1996,446930000.0
2275,Italy,1997,450450000.0
2276,Italy,1998,461390000.0
2277,Italy,1999,467880000.0
2278,Italy,2000,472220000.0
2279,Italy,2001,469300000.0
2280,Italy,2002,477710000.0
2281,Italy,2003,495790000.0
2282,Italy,2004,506070000.0
2283,Italy,2005,507320000.0
2284,Italy,2006,495920000.0
2285,Italy,2007,488700000.0
2286,Italy,2008,475470000.0
2287,Italy,2009,429390000.0
2288,Italy,2010,437790000.0
2289,Italy,2011,427740000.0
2290,Italy,2012,412410000.0
2291,Italy,2013,381690000.0
2292,Italy,2014,362620000.0
2295,Jamaica,1990,9450000.0
2296,Jamaica,1991,9470000.0
2297,Jamaica,1992,10280000.0
2298,Jamaica,1993,10480000.0
2299,Jamaica,1994,10550000.0
2300,Jamaica,1995,10810000.0
2301,Jamaica,1996,11150000.0
2302,Jamaica,1997,11300000.0
2303,Jamaica,1998,11840000.0
2304,Jamaica,1999,12040000.0
2305,Jamaica,2000,12220000.0
2306,Jamaica,2001,12320000.0
2307,Jamaica,2002,12470000.0
2308,Jamaica,2003,12860000.0
2309,Jamaica,2004,12790000.0
2310,Jamaica,2005,12730000.0
2311,Jamaica,2006,14090000.0
2312,Jamaica,2007,14030000.0
2313,Jamaica,2008,11580000.0
2314,Jamaica,2009,9730000.0
2315,Jamaica,2010,9010000.0
2316,Jamaica,2011,9360000.0
2317,Jamaica,2012,9200000.0
2318,Jamaica,2013,9640000.0
2319,Jamaica,2014,9430000.0
2322,Japan,1990,1092000000.0
2323,Japan,1991,1105540000.0
2324,Japan,1992,1120550000.0
2325,Japan,1993,1111290000.0
2326,Japan,1994,1165800000.0
2327,Japan,1995,1182520000.0
2328,Japan,1996,1194500000.0
2329,Japan,1997,1180480000.0
2330,Japan,1998,1130420000.0
2331,Japan,1999,1159370000.0
2332,Japan,2000,1174850000.0
2333,Japan,2001,1189350000.0
2334,Japan,2002,1225230000.0
2335,Japan,2003,1231650000.0
2336,Japan,2004,1219100000.0
2337,Japan,2005,1224800000.0
2338,Japan,2006,1103330000.0
2339,Japan,2007,1144400000.0
2340,Japan,2008,1065320000.0
2341,Japan,2009,1002880000.0
2342,Japan,2010,1055530000.0
2343,Japan,2011,1261050000.0
2344,Japan,2012,1308390000.0
2345,Japan,2013,1335180000.0
2346,Japan,2014,1297470000.0
2349,Jordan,1990,18700000.0
2350,Jordan,1991,19130000.0
2351,Jordan,1992,21860000.0
2352,Jordan,1993,22660000.0
2353,Jordan,1994,23730000.0
2354,Jordan,1995,23340000.0
2355,Jordan,1996,22600000.0
2356,Jordan,1997,22090000.0
2357,Jordan,1998,21300000.0
2358,Jordan,1999,20360000.0
2359,Jordan,2000,19850000.0
2360,Jordan,2001,20080000.0
2361,Jordan,2002,21770000.0
2362,Jordan,2003,21480000.0
2363,Jordan,2004,23440000.0
2364,Jordan,2005,24880000.0
2365,Jordan,2006,25720000.0
2366,Jordan,2007,27280000.0
2367,Jordan,2008,26950000.0
2368,Jordan,2009,27600000.0
2369,Jordan,2010,27440000.0
2370,Jordan,2011,28590000.0
2371,Jordan,2012,32110000.0
2372,Jordan,2013,32380000.000000004
2373,Jordan,2014,34660000.0
2376,Kazakhstan,1990,309080000.0
2377,Kazakhstan,1991,319110000.0
2378,Kazakhstan,1992,320000000.0
2379,Kazakhstan,1993,278340000.0
2380,Kazakhstan,1994,253370000.0
2381,Kazakhstan,1995,221710000.0
2382,Kazakhstan,1996,193940000.0
2383,Kazakhstan,1997,166120000.0
2384,Kazakhstan,1998,165420000.0
2385,Kazakhstan,1999,149250000.0
2386,Kazakhstan,2000,148460000.0
2387,Kazakhstan,2001,148420000.0
2388,Kazakhstan,2002,164970000.0
2389,Kazakhstan,2003,176440000.0
2390,Kazakhstan,2004,193920000.0
2391,Kazakhstan,2005,206010000.0
2392,Kazakhstan,2006,227440000.0
2393,Kazakhstan,2007,235740000.0
2394,Kazakhstan,2008,282100000.0
2395,Kazakhstan,2009,251270000.0
2396,Kazakhstan,2010,277170000.0
2397,Kazakhstan,2011,294110000.0
2398,Kazakhstan,2012,294070000.0
2399,Kazakhstan,2013,307530000.0
2400,Kazakhstan,2014,290050000.0
2403,Kenya,1990,97270000.0
2404,Kenya,1991,96040000.0
2405,Kenya,1992,96010000.0
2406,Kenya,1993,95860000.0
2407,Kenya,1994,96130000.0
2408,Kenya,1995,96420000.0
2409,Kenya,1996,95760000.0
2410,Kenya,1997,96010000.0
2411,Kenya,1998,97350000.0
2412,Kenya,1999,99710000.0
2413,Kenya,2000,98340000.0
2414,Kenya,2001,-8230000.0
2415,Kenya,2002,-7250000.0
2416,Kenya,2003,-6030000.0
2417,Kenya,2004,-3730000.0
2418,Kenya,2005,-3120000.0
2419,Kenya,2006,15100000.0
2420,Kenya,2007,31140000.0
2421,Kenya,2008,33600000.0
2422,Kenya,2009,33320000.0
2423,Kenya,2010,34040000.0
2424,Kenya,2011,36770000.0
2425,Kenya,2012,38640000.0
2426,Kenya,2013,36840000.0
2427,Kenya,2014,39640000.0
2430,Kiribati,1990,30000.0
2431,Kiribati,1991,30000.0
2432,Kiribati,1992,30000.0
2433,Kiribati,1993,40000.0
2434,Kiribati,1994,40000.0
2435,Kiribati,1995,40000.0
2436,Kiribati,1996,40000.0
2437,Kiribati,1997,40000.0
2438,Kiribati,1998,40000.0
2439,Kiribati,1999,40000.0
2440,Kiribati,2000,40000.0
2441,Kiribati,2001,40000.0
2442,Kiribati,2002,50000.0
2443,Kiribati,2003,50000.0
2444,Kiribati,2004,60000.0
2445,Kiribati,2005,80000.0
2446,Kiribati,2006,90000.0
2447,Kiribati,2007,70000.0
2448,Kiribati,2008,70000.0
2449,Kiribati,2009,60000.0
2450,Kiribati,2010,80000.0
2451,Kiribati,2011,80000.0
2452,Kiribati,2012,80000.0
2453,Kiribati,2013,80000.0
2454,Kiribati,2014,80000.0
2457,Kuwait,1990,32280000.0
2458,Kuwait,1991,38990000.0
2459,Kuwait,1992,26550000.0
2460,Kuwait,1993,33130000.000000004
2461,Kuwait,1994,38080000.0
2462,Kuwait,1995,38520000.0
2463,Kuwait,1996,37960000.0
2464,Kuwait,1997,39540000.0
2465,Kuwait,1998,45870000.0
2466,Kuwait,1999,50300000.0
2467,Kuwait,2000,54090000.0
2468,Kuwait,2001,58020000.0
2469,Kuwait,2002,61060000.0
2470,Kuwait,2003,63460000.0
2471,Kuwait,2004,66580000.0
2472,Kuwait,2005,77590000.0
2473,Kuwait,2006,78240000.0
2474,Kuwait,2007,77970000.0
2475,Kuwait,2008,82870000.0
2476,Kuwait,2009,90030000.0
2477,Kuwait,2010,89040000.0
2478,Kuwait,2011,91890000.0
2479,Kuwait,2012,92220000.0
2480,Kuwait,2013,103600000.0
2481,Kuwait,2014,100020000.0
2484,Kyrgyzstan,1990,30160000.0
2485,Kyrgyzstan,1991,27840000.0
2486,Kyrgyzstan,1992,20310000.0
2487,Kyrgyzstan,1993,15460000.0
2488,Kyrgyzstan,1994,10310000.0
2489,Kyrgyzstan,1995,7630000.0
2490,Kyrgyzstan,1996,8510000.0
2491,Kyrgyzstan,1997,8430000.0
2492,Kyrgyzstan,1998,8620000.0
2493,Kyrgyzstan,1999,7280000.0
2494,Kyrgyzstan,2000,7310000.0
2495,Kyrgyzstan,2001,6700000.0
2496,Kyrgyzstan,2002,7580000.0
2497,Kyrgyzstan,2003,8289999.999999999
2498,Kyrgyzstan,2004,8410000.0
2499,Kyrgyzstan,2005,8090000.0
2500,Kyrgyzstan,2006,25080000.0
2501,Kyrgyzstan,2007,26350000.0
2502,Kyrgyzstan,2008,27470000.0
2503,Kyrgyzstan,2009,27090000.0
2504,Kyrgyzstan,2010,26740000.0
2505,Kyrgyzstan,2011,12990000.0
2506,Kyrgyzstan,2012,15600000.0
2507,Kyrgyzstan,2013,15260000.0
2508,Kyrgyzstan,2014,15570000.0
2511,Laos,1990,22390000.0
2512,Laos,1991,22240000.0
2513,Laos,1992,22470000.0
2514,Laos,1993,22410000.0
2515,Laos,1994,22710000.0
2516,Laos,1995,22740000.0
2517,Laos,1996,18760000.0
2518,Laos,1997,18470000.0
2519,Laos,1998,20180000.0
2520,Laos,1999,19020000.0
2521,Laos,2000,18400000.0
2522,Laos,2001,25250000.0
2523,Laos,2002,27950000.0
2524,Laos,2003,28460000.0
2525,Laos,2004,39980000.0
2526,Laos,2005,31980000.0
2527,Laos,2006,28370000.0
2528,Laos,2007,39250000.0
2529,Laos,2008,27620000.0
2530,Laos,2009,30260000.0
2531,Laos,2010,40680000.0
2532,Laos,2011,28960000.0
2533,Laos,2012,33200000.000000004
2534,Laos,2013,35200000.0
2535,Laos,2014,33820000.0
2538,Latvia,1990,12310000.0
2539,Latvia,1991,10560000.0
2540,Latvia,1992,8300000.000000001
2541,Latvia,1993,5110000.0
2542,Latvia,1994,2130000.0
2543,Latvia,1995,400000.0
2544,Latvia,1996,400000.0
2545,Latvia,1997,-210000.0
2546,Latvia,1998,-670000.0
2547,Latvia,1999,-1380000.0
2548,Latvia,2000,-2220000.0
2549,Latvia,2001,7000000.0
2550,Latvia,2002,7340000.0
2551,Latvia,2003,7560000.0
2552,Latvia,2004,7360000.0
2553,Latvia,2005,7460000.0
2554,Latvia,2006,-3580000.0
2555,Latvia,2007,-3130000.0
2556,Latvia,2008,-3540000.0
2557,Latvia,2009,-4270000.0
2558,Latvia,2010,-3080000.0
2559,Latvia,2011,-1950000.0
2560,Latvia,2012,-2100000.0
2561,Latvia,2013,-2120000.0
2562,Latvia,2014,-2190000.0
2565,Lebanon,1990,7200000.0
2566,Lebanon,1991,8670000.0
2567,Lebanon,1992,8770000.0
2568,Lebanon,1993,12120000.0
2569,Lebanon,1994,13090000.0
2570,Lebanon,1995,15340000.0
2571,Lebanon,1996,16360000.0
2572,Lebanon,1997,18530000.0
2573,Lebanon,1998,18930000.0
2574,Lebanon,1999,19930000.0
2575,Lebanon,2000,18730000.0
2576,Lebanon,2001,20040000.0
2577,Lebanon,2002,19960000.0
2578,Lebanon,2003,20690000.0
2579,Lebanon,2004,21190000.0
2580,Lebanon,2005,20650000.0
2581,Lebanon,2006,19220000.0
2582,Lebanon,2007,17950000.0
2583,Lebanon,2008,21940000.0
2584,Lebanon,2009,25850000.0
2585,Lebanon,2010,24920000.0
2586,Lebanon,2011,25660000.0
2587,Lebanon,2012,28270000.0
2588,Lebanon,2013,28240000.0
2589,Lebanon,2014,30160000.0
2592,Lesotho,1990,3340000.0
2593,Lesotho,1991,3400000.0
2594,Lesotho,1992,3620000.0
2595,Lesotho,1993,3640000.0
2596,Lesotho,1994,3650000.0
2597,Lesotho,1995,3620000.0
2598,Lesotho,1996,3660000.0
2599,Lesotho,1997,3680000.0
2600,Lesotho,1998,3700000.0
2601,Lesotho,1999,4210000.0
2602,Lesotho,2000,4170000.0
2603,Lesotho,2001,4190000.000000001
2604,Lesotho,2002,4000000.0
2605,Lesotho,2003,4090000.0
2606,Lesotho,2004,4060000.0
2607,Lesotho,2005,4260000.0
2608,Lesotho,2006,4340000.0
2609,Lesotho,2007,4540000.0
2610,Lesotho,2008,4620000.0
2611,Lesotho,2009,4830000.0
2612,Lesotho,2010,4990000.0
2613,Lesotho,2011,5020000.0
