,Entity,Year,Consumption of Ozone
1866,Indonesia,1998,6330.5
1867,Indonesia,1999,5921.2
1868,Indonesia,2000,5451.2
1869,Indonesia,2001,5229.5
1870,Indonesia,2002,5787.4
1871,Indonesia,2003,5119.8
1872,Indonesia,2004,4256.7
1873,Indonesia,2005,2725.7
1874,Indonesia,2006,553.7
1875,Indonesia,2007,500.1
1876,Indonesia,2008,299.9
1877,Indonesia,2009,374.8
1878,Indonesia,2010,433.0
1879,Indonesia,2011,337.5
1880,Indonesia,2012,329.38
1881,Indonesia,2013,310.52
1882,Indonesia,2014,257.98
1884,Iran,1990,1393.9
1885,Iran,1991,6865.0
1886,Iran,1992,7195.3
1887,Iran,1993,8069.0
1888,Iran,1994,6866.2
1889,Iran,1995,4691.7
1890,Iran,1996,3773.5
1891,Iran,1997,9831.9
1892,Iran,1998,8924.6
1893,Iran,1999,5926.8
1894,Iran,2000,5693.3
1895,Iran,2001,5804.4
1896,Iran,2002,8572.9
1897,Iran,2003,6753.6
1898,Iran,2004,6188.6
1899,Iran,2005,2448.6
1900,Iran,2006,1143.8
1901,Iran,2007,745.6
1902,Iran,2008,508.6
1903,Iran,2009,466.3
1904,Iran,2010,421.3
1905,Iran,2011,377.58
1906,Iran,2012,376.81
1907,Iran,2013,357.84
1909,Iraq,1991,12.6
1910,Iraq,1995,1618.3
1911,Iraq,1996,1583.3
1912,Iraq,1997,1573.4
1913,Iraq,1998,25.9
1914,Iraq,1999,27.1
1915,Iraq,2000,26.4
1916,Iraq,2006,1580.6
1917,Iraq,2007,1836.3
1918,Iraq,2008,1752.4
1919,Iraq,2009,593.1
1920,Iraq,2010,105.8
1921,Iraq,2011,110.44
1922,Iraq,2012,112.2
1923,Iraq,2013,101.75
1925,Israel,1990,0.0
1926,Israel,1991,2148.0
1927,Israel,1992,6735.2
1928,Israel,1993,5670.0
1929,Israel,1994,1431.3
1930,Israel,1995,1103.7
1931,Israel,1996,-838.6
1932,Israel,1997,2136.2
1933,Israel,1998,2258.8
1934,Israel,1999,1652.8
1935,Israel,2000,1696.5
1936,Israel,2001,1147.7
1937,Israel,2002,1241.3
1938,Israel,2003,710.6
1939,Israel,2004,783.1
1940,Israel,2005,725.9
1941,Israel,2006,585.0
1942,Israel,2007,503.3
1943,Israel,2008,475.4
1944,Israel,2009,817.8
1945,Israel,2010,91.1
1946,Israel,2011,-488.57
1947,Israel,2012,731.49
1948,Israel,2013,90.96
1950,Jamaica,1990,431.0
1951,Jamaica,1991,371.7
1952,Jamaica,1992,482.5
1953,Jamaica,1993,103.3
1954,Jamaica,1994,82.4
1955,Jamaica,1995,93.4
1956,Jamaica,1996,100.4
1957,Jamaica,1997,113.8
1958,Jamaica,1998,221.9
1959,Jamaica,1999,226.4
1960,Jamaica,2000,69.5
1961,Jamaica,2001,61.4
1962,Jamaica,2002,39.2
1963,Jamaica,2003,23.1
1964,Jamaica,2004,23.3
1965,Jamaica,2005,6.2
1966,Jamaica,2006,2.5
1967,Jamaica,2007,2.9
1968,Jamaica,2008,8.5
1969,Jamaica,2009,19.5
1970,Jamaica,2010,15.7
1971,Jamaica,2011,5.74
1972,Jamaica,2012,7.4
1973,Jamaica,2013,3.63
1975,Japan,1990,120074.2
1976,Japan,1991,170008.0
1977,Japan,1992,99418.2
1978,Japan,1993,72952.1
1979,Japan,1994,23341.5
1980,Japan,1995,36103.6
1981,Japan,1996,5944.2
1982,Japan,1997,7364.5
1983,Japan,1998,6883.3
1984,Japan,1999,6867.0
1985,Japan,2000,5989.2
1986,Japan,2001,5261.1
1987,Japan,2002,2461.0
1988,Japan,2003,3559.5
1989,Japan,2004,1959.4
1990,Japan,2005,1067.9
1991,Japan,2006,1051.9
1992,Japan,2007,1030.0
1993,Japan,2008,1050.0
1994,Japan,2009,699.5
1995,Japan,2010,225.4
1996,Japan,2011,262.83
1997,Japan,2012,80.84
1998,Japan,2013,39.59
2000,Jordan,1990,798.3
2001,Jordan,1991,839.5
2002,Jordan,1992,779.0
2003,Jordan,1993,856.3
2004,Jordan,1994,963.7
2005,Jordan,1995,944.1
2006,Jordan,1996,1036.6
2007,Jordan,1997,1239.2
2008,Jordan,1998,1110.5
2009,Jordan,1999,799.9
2010,Jordan,2000,746.6
2011,Jordan,2001,607.7
2012,Jordan,2002,267.0
2013,Jordan,2003,228.6
2014,Jordan,2004,196.9
2015,Jordan,2005,201.2
2016,Jordan,2006,150.3
2017,Jordan,2007,119.5
2018,Jordan,2008,92.4
2019,Jordan,2009,97.7
2020,Jordan,2010,114.2
2021,Jordan,2011,120.51
2022,Jordan,2012,143.15
2023,Jordan,2013,63.0
2025,Kazakhstan,1990,2355.9
2026,Kazakhstan,1991,2285.2
2027,Kazakhstan,1993,3279.2
2028,Kazakhstan,1996,1739.6
2029,Kazakhstan,1997,1541.6
2030,Kazakhstan,1998,1970.5
2031,Kazakhstan,1999,829.6
2032,Kazakhstan,2000,597.9
2033,Kazakhstan,2001,346.2
2034,Kazakhstan,2002,146.9
2035,Kazakhstan,2003,64.0
2036,Kazakhstan,2004,45.5
2037,Kazakhstan,2005,40.0
2038,Kazakhstan,2006,79.9
2039,Kazakhstan,2007,120.9
2040,Kazakhstan,2008,128.8
2041,Kazakhstan,2009,130.2
2042,Kazakhstan,2010,110.0
2043,Kazakhstan,2011,96.75
2044,Kazakhstan,2012,21.36
2045,Kazakhstan,2013,102.32
2047,Kenya,1990,452.3
2048,Kenya,1991,442.9
2049,Kenya,1992,350.4
2050,Kenya,1993,352.1
2051,Kenya,1994,563.5
2052,Kenya,1995,562.0
2053,Kenya,1996,410.6
2054,Kenya,1997,573.0
2055,Kenya,1998,566.9
2056,Kenya,1999,387.9
2057,Kenya,2000,381.4
2058,Kenya,2001,343.4
2059,Kenya,2002,322.0
2060,Kenya,2003,268.4
2061,Kenya,2004,200.0
2062,Kenya,2005,267.5
2063,Kenya,2006,134.8
2064,Kenya,2007,88.8
2065,Kenya,2008,75.7
2066,Kenya,2009,58.3
2067,Kenya,2010,56.2
2068,Kenya,2011,52.62
2069,Kenya,2012,42.35
2070,Kenya,2013,29.14
2072,Kiribati,1991,0.0
2073,Kiribati,1993,0.8
2074,Kiribati,1994,0.8
2075,Kiribati,1995,0.8
2076,Kiribati,1996,0.8
2077,Kiribati,1997,0.7
2078,Kiribati,1998,0.6
2079,Kiribati,1999,0.0
2080,Kiribati,2000,0.0
2081,Kiribati,2001,0.0
2082,Kiribati,2002,0.0
2083,Kiribati,2003,0.0
2084,Kiribati,2004,0.0
2085,Kiribati,2005,0.0
2086,Kiribati,2006,0.0
2087,Kiribati,2007,0.1
2088,Kiribati,2008,0.2
2089,Kiribati,2009,0.0
2090,Kiribati,2010,0.1
2091,Kiribati,2011,0.01
2092,Kiribati,2012,0.03
2093,Kiribati,2013,0.03
2095,Kuwait,1991,0.0
2096,Kuwait,1993,576.0
2097,Kuwait,1994,694.0
2098,Kuwait,1995,615.9
2099,Kuwait,1996,614.7
2100,Kuwait,1997,615.3
2101,Kuwait,1998,546.5
2102,Kuwait,1999,596.4
2103,Kuwait,2000,595.1
2104,Kuwait,2001,518.7
2105,Kuwait,2002,515.7
2106,Kuwait,2003,450.6
2107,Kuwait,2004,485.8
2108,Kuwait,2005,373.9
2109,Kuwait,2006,393.1
2110,Kuwait,2007,427.9
2111,Kuwait,2008,408.5
2112,Kuwait,2009,426.1
2113,Kuwait,2010,439.1
2114,Kuwait,2011,397.75
2115,Kuwait,2012,420.15
2116,Kuwait,2013,414.67
2118,Kyrgyzstan,1991,131.5
2119,Kyrgyzstan,1992,120.1
2120,Kyrgyzstan,1993,106.5
2121,Kyrgyzstan,1994,98.6
2122,Kyrgyzstan,1995,95.4
2123,Kyrgyzstan,1996,82.9
2124,Kyrgyzstan,1997,83.5
2125,Kyrgyzstan,1998,70.7
2126,Kyrgyzstan,1999,67.9
2127,Kyrgyzstan,2000,53.7
2128,Kyrgyzstan,2001,67.0
2129,Kyrgyzstan,2002,50.2
2130,Kyrgyzstan,2003,47.3
2131,Kyrgyzstan,2004,36.5
2132,Kyrgyzstan,2005,16.4
2133,Kyrgyzstan,2006,8.8
2134,Kyrgyzstan,2007,5.8
2135,Kyrgyzstan,2008,12.4
2136,Kyrgyzstan,2009,7.7
2137,Kyrgyzstan,2010,4.3
2138,Kyrgyzstan,2011,2.96
2139,Kyrgyzstan,2012,2.91
2140,Kyrgyzstan,2013,3.99
2142,Laos,1990,0.0
2143,Laos,1991,0.0
2144,Laos,1992,4.0
2145,Laos,1993,0.0
2146,Laos,1994,0.0
2147,Laos,1995,43.3
2148,Laos,1996,43.3
2149,Laos,1997,43.3
2150,Laos,1998,43.9
2151,Laos,1999,44.7
2152,Laos,2000,45.2
2153,Laos,2001,42.0
2154,Laos,2002,42.9
2155,Laos,2003,35.9
2156,Laos,2004,23.1
2157,Laos,2005,21.3
2158,Laos,2006,19.4
2159,Laos,2007,8.0
2160,Laos,2008,3.6
2161,Laos,2009,3.0
2162,Laos,2010,2.5
2163,Laos,2011,2.66
2164,Laos,2012,2.75
2165,Laos,2013,1.6
2166,Laos,2014,2.0
2168,Latin America + Caribbean,1990,74647.7
2169,Latin America + Caribbean,1991,48121.1
2170,Latin America + Caribbean,1992,58599.4
2171,Latin America + Caribbean,1993,59045.9
2172,Latin America + Caribbean,1994,43530.3
2173,Latin America + Caribbean,1995,44614.6
2174,Latin America + Caribbean,1996,35781.0
2175,Latin America + Caribbean,1997,27732.7
2176,Latin America + Caribbean,1998,31042.3
2177,Latin America + Caribbean,1999,35768.7
2178,Latin America + Caribbean,2000,31019.6
2179,Latin America + Caribbean,2001,26209.3
2180,Latin America + Caribbean,2002,17683.6
2181,Latin America + Caribbean,2003,18357.6
2182,Latin America + Caribbean,2004,19879.9
2183,Latin America + Caribbean,2005,14496.9
2184,Latin America + Caribbean,2006,11431.6
2185,Latin America + Caribbean,2007,7042.0
2186,Latin America + Caribbean,2008,5944.9
2187,Latin America + Caribbean,2009,5386.66
2188,Latin America + Caribbean,2010,5245.91
2189,Latin America + Caribbean,2011,4834.55
2190,Latin America + Caribbean,2012,5166.47
2191,Latin America + Caribbean,2013,3849.69
2192,Latin America + Caribbean,2014,2462.51
2194,Latvia,1991,15.3
2195,Latvia,1995,726.9
2196,Latvia,1996,342.8
2197,Latvia,1997,43.2
2198,Latvia,1998,39.8
2199,Latvia,1999,25.1
2200,Latvia,2000,38.2
2201,Latvia,2001,11.4
2202,Latvia,2002,3.0
2203,Latvia,2003,2.2
2205,Lebanon,1991,0.0
2206,Lebanon,1993,942.1
2207,Lebanon,1994,861.9
2208,Lebanon,1995,1024.7
2209,Lebanon,1996,980.9
2210,Lebanon,1997,884.9
2211,Lebanon,1998,776.7
2212,Lebanon,1999,724.8
2213,Lebanon,2000,777.5
2214,Lebanon,2001,770.1
2215,Lebanon,2002,710.8
2216,Lebanon,2003,685.0
2217,Lebanon,2004,432.0
2218,Lebanon,2005,354.6
2219,Lebanon,2006,290.0
2220,Lebanon,2007,112.4
2221,Lebanon,2008,58.2
2222,Lebanon,2009,58.4
2223,Lebanon,2010,88.6
2224,Lebanon,2011,92.26
2225,Lebanon,2012,94.67
2226,Lebanon,2013,72.61
2227,Lebanon,2014,69.69
2229,Lesotho,1991,0.3
2230,Lesotho,1994,6.0
2231,Lesotho,1995,6.8
2232,Lesotho,1996,6.6
2233,Lesotho,1997,3.5
2234,Lesotho,1998,3.4
2235,Lesotho,1999,2.8
2236,Lesotho,2000,2.4
2237,Lesotho,2001,4.1
2238,Lesotho,2002,4.6
2239,Lesotho,2003,3.3
2240,Lesotho,2004,2.1
2241,Lesotho,2005,1.1
2242,Lesotho,2006,1.9
2243,Lesotho,2007,2.0
2244,Lesotho,2008,3.3
2245,Lesotho,2009,3.8
2246,Lesotho,2010,3.1
2247,Lesotho,2011,2.5
2248,Lesotho,2012,2.24
2249,Lesotho,2013,1.96
2250,Lesotho,2014,1.14
2252,Liberia,1990,27.3
2253,Liberia,1991,65.0
2254,Liberia,1992,66.9
2255,Liberia,1993,44.3
2256,Liberia,1994,34.9
2257,Liberia,1995,67.9
2258,Liberia,1996,89.0
2259,Liberia,1997,77.5
2260,Liberia,1998,32.4
2261,Liberia,1999,20.3
2262,Liberia,2000,42.8
2263,Liberia,2001,26.2
2264,Liberia,2002,54.0
2265,Liberia,2003,27.8
2266,Liberia,2004,15.5
2267,Liberia,2005,5.8
2268,Liberia,2006,6.2
2269,Liberia,2007,3.7
2270,Liberia,2008,3.4
2271,Liberia,2009,5.0
2272,Liberia,2010,5.5
2273,Liberia,2011,5.41
2274,Liberia,2012,4.82
2275,Liberia,2013,4.51
2276,Liberia,2014,3.74
2278,Libya,1990,135.1
2279,Libya,1991,1284.5
2280,Libya,1992,1527.8
2281,Libya,1993,1589.0
2282,Libya,1994,1582.8
2283,Libya,1995,1522.4
2284,Libya,1996,1498.7
2285,Libya,1997,1324.0
2286,Libya,1998,2145.3
2287,Libya,1999,1472.6
2288,Libya,2000,1596.5
2289,Libya,2001,1596.5
2290,Libya,2002,1596.5
2291,Libya,2003,1511.6
2292,Libya,2004,1281.5
2293,Libya,2005,1088.0
2294,Libya,2006,520.7
2295,Libya,2007,142.8
2296,Libya,2008,111.6
2297,Libya,2009,127.5
2298,Libya,2010,139.26
2299,Libya,2011,131.89
2300,Libya,2012,144.1
2301,Libya,2013,144.0
2302,Libya,2014,122.4
2304,Liechtenstein,1990,11.0
2305,Liechtenstein,1991,25.1
2306,Liechtenstein,1992,14.8
2307,Liechtenstein,1993,10.2
2308,Liechtenstein,1994,5.7
2309,Liechtenstein,1995,1.8
2310,Liechtenstein,1996,0.4
2311,Liechtenstein,1997,0.2
2312,Liechtenstein,1998,0.0
2313,Liechtenstein,1999,0.1
2314,Liechtenstein,2000,0.1
2315,Liechtenstein,2001,0.1
2316,Liechtenstein,2002,0.1
2317,Liechtenstein,2003,0.1
2318,Liechtenstein,2004,-0.1
2319,Liechtenstein,2005,0.0
2320,Liechtenstein,2006,0.0
2321,Liechtenstein,2007,0.0
2322,Liechtenstein,2008,0.0
2323,Liechtenstein,2009,0.0
2324,Liechtenstein,2010,0.0
2325,Liechtenstein,2011,0.0
2326,Liechtenstein,2012,0.0
2327,Liechtenstein,2013,0.0
2329,Lithuania,1990,4180.1
2330,Lithuania,1991,3849.2
2331,Lithuania,1992,2450.7
2332,Lithuania,1994,665.3
2333,Lithuania,1995,421.7
2334,Lithuania,1996,328.4
2335,Lithuania,1997,122.3
2336,Lithuania,1998,110.6
2337,Lithuania,1999,87.9
2338,Lithuania,2000,50.5
2339,Lithuania,2001,11.7
2340,Lithuania,2002,14.7
2341,Lithuania,2003,13.0
2343,Madagascar,1991,0.8
2344,Madagascar,1995,20.8
2345,Madagascar,1996,23.5
2346,Madagascar,1997,114.3
2347,Madagascar,1998,27.0
2348,Madagascar,1999,27.5
2349,Madagascar,2000,14.2
2350,Madagascar,2001,11.3
2351,Madagascar,2002,8.8
2352,Madagascar,2003,7.9
2353,Madagascar,2004,9.7
2354,Madagascar,2005,9.6
2355,Madagascar,2006,4.0
2356,Madagascar,2007,4.2
2357,Madagascar,2008,3.0
2358,Madagascar,2009,33.0
2359,Madagascar,2010,16.8
2360,Madagascar,2011,16.5
2361,Madagascar,2012,15.95
2362,Madagascar,2013,15.95
2364,Malawi,1991,97.3
2365,Malawi,1992,61.8
2366,Malawi,1993,174.5
2367,Malawi,1994,156.8
2368,Malawi,1995,160.2
2369,Malawi,1996,181.3
2370,Malawi,1997,159.5
2371,Malawi,1998,184.3
2372,Malawi,1999,180.5
2373,Malawi,2000,101.7
2374,Malawi,2001,88.0
2375,Malawi,2002,75.4
2376,Malawi,2003,60.9
2377,Malawi,2004,12.1
2378,Malawi,2005,7.1
2379,Malawi,2006,6.6
2380,Malawi,2007,5.1
2381,Malawi,2008,6.7
2382,Malawi,2009,8.6
2383,Malawi,2010,13.0
2384,Malawi,2011,12.71
2385,Malawi,2012,12.54
2386,Malawi,2013,10.18
2387,Malawi,2014,9.35
2389,Malaysia,1990,4193.7
2390,Malaysia,1991,4501.8
2391,Malaysia,1992,4469.5
2392,Malaysia,1993,4266.8
2393,Malaysia,1994,5188.4
2394,Malaysia,1995,3740.2
2395,Malaysia,1996,3285.1
2396,Malaysia,1997,3619.3
2397,Malaysia,1998,2625.5
2398,Malaysia,1999,2342.5
2399,Malaysia,2000,2435.0
2400,Malaysia,2001,2374.7
2401,Malaysia,2002,1966.3
2402,Malaysia,2003,1516.6
2403,Malaysia,2004,1483.6
2404,Malaysia,2005,1042.4
2405,Malaysia,2006,964.3
2406,Malaysia,2007,664.2
2407,Malaysia,2008,571.2
2408,Malaysia,2009,604.5
2409,Malaysia,2010,542.8
2410,Malaysia,2011,485.8
2411,Malaysia,2012,737.6
2412,Malaysia,2013,449.93
2413,Malaysia,2014,473.39
2415,Maldives,1990,4.5
2416,Maldives,1991,5.9
2417,Maldives,1992,16.1
2418,Maldives,1993,18.5
2419,Maldives,1994,23.8
2420,Maldives,1995,5.9
2421,Maldives,1996,0.0
2422,Maldives,1997,7.8
2423,Maldives,1998,0.9
2424,Maldives,1999,1.5
2425,Maldives,2000,4.6
2426,Maldives,2001,15.7
2427,Maldives,2002,4.0
2428,Maldives,2003,2.0
2429,Maldives,2004,2.2
2430,Maldives,2005,2.7
2431,Maldives,2006,5.4
2432,Maldives,2007,4.4
2433,Maldives,2008,3.7
2434,Maldives,2009,5.1
2435,Maldives,2010,4.0
2436,Maldives,2011,3.67
2437,Maldives,2012,3.69
2438,Maldives,2013,3.19
2439,Maldives,2014,3.32
2441,Mali,1990,0.0
2442,Mali,1991,0.0
2443,Mali,1992,0.0
2444,Mali,1993,0.0
2445,Mali,1994,0.0
2446,Mali,1995,106.1
2447,Mali,1996,111.6
2448,Mali,1997,115.2
2449,Mali,1998,117.0
2450,Mali,1999,39.0
2451,Mali,2000,30.2
2452,Mali,2001,28.3
2453,Mali,2002,30.1
2454,Mali,2003,31.6
2455,Mali,2004,31.7
2456,Mali,2005,33.1
2457,Mali,2006,26.0
2458,Mali,2007,21.6
2459,Mali,2008,14.5
2460,Mali,2009,14.4
2461,Mali,2010,15.5
2462,Mali,2011,17.6
2463,Mali,2012,16.61
2464,Mali,2013,10.29
2466,Malta,1990,194.7
2467,Malta,1991,130.2
2468,Malta,1992,95.9
2469,Malta,1993,71.7
2470,Malta,1994,135.3
2471,Malta,1995,109.5
2472,Malta,1996,98.4
2473,Malta,1997,82.1
2474,Malta,1998,143.4
2475,Malta,1999,261.1
2476,Malta,2000,99.5
2477,Malta,2001,94.7
2478,Malta,2002,40.5
2479,Malta,2003,43.8
2481,Marshall Islands,1990,1.2
2482,Marshall Islands,1991,1.2
2483,Marshall Islands,1992,1.2
2484,Marshall Islands,1993,1.3
2485,Marshall Islands,1994,1.3
2486,Marshall Islands,1995,1.3
2487,Marshall Islands,1996,1.2
2488,Marshall Islands,1997,1.2
2489,Marshall Islands,1998,0.7
2490,Marshall Islands,1999,1.2
2491,Marshall Islands,2000,0.6
2492,Marshall Islands,2001,0.3
2493,Marshall Islands,2002,0.3
2494,Marshall Islands,2003,0.5
2495,Marshall Islands,2004,0.1
2496,Marshall Islands,2005,0.0
2497,Marshall Islands,2006,0.1
2498,Marshall Islands,2007,0.2
2499,Marshall Islands,2008,0.2
2500,Marshall Islands,2009,0.2
2501,Marshall Islands,2010,0.2
2502,Marshall Islands,2011,0.24
2503,Marshall Islands,2012,0.21
2504,Marshall Islands,2013,0.12
2506,Mashriq,1991,2250.9
2507,Mashriq,1995,6594.6
2508,Mashriq,1996,6615.8
2509,Mashriq,1997,6453.7
2510,Mashriq,1998,3654.6
2511,Mashriq,1999,3360.3
2512,Mashriq,2000,3263.0
2513,Mashriq,2006,2731.7
2514,Mashriq,2007,2440.5
2515,Mashriq,2008,2192.8
2516,Mashriq,2009,979.9
2517,Mashriq,2010,476.1
2518,Mashriq,2011,499.78
2519,Mashriq,2012,433.2
2520,Mashriq,2013,265.39
2522,Mauritania,1991,0.0
2523,Mauritania,1994,17.3
2524,Mauritania,1995,23.2
2525,Mauritania,1996,7.8
2526,Mauritania,1997,16.0
2527,Mauritania,1998,14.7
2528,Mauritania,1999,13.4
2529,Mauritania,2000,15.6
2530,Mauritania,2001,16.6
2531,Mauritania,2002,16.5
2532,Mauritania,2003,14.3
2533,Mauritania,2004,8.4
2534,Mauritania,2005,7.3
2535,Mauritania,2006,4.2
2536,Mauritania,2007,2.7
2537,Mauritania,2008,6.5
2538,Mauritania,2009,20.4
2539,Mauritania,2010,20.5
2540,Mauritania,2011,17.6
2541,Mauritania,2012,20.35
2542,Mauritania,2013,20.35
2544,Mauritius,1991,0.0
2545,Mauritius,1992,71.2
2546,Mauritius,1993,70.1
2547,Mauritius,1994,43.8
2548,Mauritius,1995,27.7
2549,Mauritius,1996,37.7
2550,Mauritius,1997,30.3
2551,Mauritius,1998,45.8
2552,Mauritius,1999,24.2
2553,Mauritius,2000,27.6
2554,Mauritius,2001,20.4
2555,Mauritius,2002,14.4
2556,Mauritius,2003,16.3
2557,Mauritius,2004,15.7
2558,Mauritius,2005,9.1
2559,Mauritius,2006,8.6
2560,Mauritius,2007,8.6
2561,Mauritius,2008,6.9
2562,Mauritius,2009,10.7
2563,Mauritius,2010,5.3
2564,Mauritius,2011,8.82
2565,Mauritius,2012,7.14
2566,Mauritius,2013,5.44
2567,Mauritius,2014,7.93
2569,Meso America,1990,22201.9
2570,Meso America,1991,18228.2
2571,Meso America,1992,13397.2
2572,Meso America,1993,14341.6
2573,Meso America,1994,15936.0
2574,Meso America,1995,8924.9
2575,Meso America,1996,9018.5
2576,Meso America,1997,8724.4
2577,Meso America,1998,7727.2
2578,Meso America,1999,7323.0
2579,Meso America,2000,8436.4
2580,Meso America,2001,7283.6
2581,Meso America,2002,6287.7
2582,Meso America,2003,5881.2
2583,Meso America,2004,7400.4
2584,Meso America,2005,5517.2
2585,Meso America,2006,2864.5
2586,Meso America,2007,2912.3
2587,Meso America,2008,2701.2
2588,Meso America,2009,2432.3
2589,Meso America,2010,2244.3
2590,Meso America,2011,2062.6
2591,Meso America,2012,1820.81
2592,Meso America,2013,1423.19
2593,Meso America,2014,985.22
2595,Mexico,1990,21484.9
2596,Mexico,1991,16389.2
2597,Mexico,1992,11600.6
2598,Mexico,1993,12792.9
2599,Mexico,1994,14353.3
2600,Mexico,1995,6745.3
2601,Mexico,1996,6168.1
2602,Mexico,1997,6108.9
2603,Mexico,1998,5641.3
2604,Mexico,1999,4819.7
2605,Mexico,2000,6055.7
2606,Mexico,2001,4666.8
2607,Mexico,2002,3954.7
2608,Mexico,2003,3783.3
2609,Mexico,2004,5619.3
2610,Mexico,2005,3816.7
2611,Mexico,2006,1617.9
2612,Mexico,2007,1917.9
2613,Mexico,2008,1992.3
2614,Mexico,2009,1769.6
2615,Mexico,2010,1598.9
2616,Mexico,2011,1563.6
2617,Mexico,2012,1428.58
2618,Mexico,2013,1106.23
2619,Mexico,2014,720.28
2621,Micronesia (country),1991,0.0
2622,Micronesia (country),1995,1.3
2623,Micronesia (country),1996,1.2
2624,Micronesia (country),1997,1.2
2625,Micronesia (country),1998,1.2
2626,Micronesia (country),1999,1.2
2627,Micronesia (country),2000,1.0
2628,Micronesia (country),2001,1.4
2629,Micronesia (country),2002,2.2
2630,Micronesia (country),2003,2.0
2631,Micronesia (country),2004,1.9
2632,Micronesia (country),2005,0.5
2633,Micronesia (country),2006,0.1
2634,Micronesia (country),2007,0.5
2635,Micronesia (country),2008,0.2
2636,Micronesia (country),2009,0.1
2637,Micronesia (country),2010,0.2
2638,Micronesia (country),2011,0.06
2639,Micronesia (country),2012,0.06
2640,Micronesia (country),2013,0.03
2641,Micronesia (country),2014,0.09
2643,Moldova,1991,16.6
2644,Moldova,1995,86.1
2645,Moldova,1996,73.7
2646,Moldova,1997,88.3
2647,Moldova,1998,41.6
2648,Moldova,1999,11.1
2649,Moldova,2000,31.7
2650,Moldova,2001,23.5
2651,Moldova,2002,29.6
2652,Moldova,2003,18.9
2653,Moldova,2004,21.5
2654,Moldova,2005,15.3
2655,Moldova,2006,12.7
2656,Moldova,2007,11.3
2657,Moldova,2008,2.8
2658,Moldova,2009,1.2
2659,Moldova,2010,0.7
2660,Moldova,2011,1.31
2661,Moldova,2012,1.88
2662,Moldova,2013,0.99
2663,Moldova,2014,0.76
2665,Monaco,1991,0.0
2666,Monaco,1992,8.4
2667,Monaco,1993,10.3
2668,Monaco,1994,6.7
2669,Monaco,1995,0.9
2670,Monaco,1996,0.0
2671,Monaco,1997,0.0
2672,Monaco,1998,0.0
2673,Monaco,1999,0.0
2674,Monaco,2000,0.1
2675,Monaco,2001,0.1
2676,Monaco,2002,0.1
2677,Monaco,2003,1.5
2678,Monaco,2004,0.2
2679,Monaco,2005,0.1
2680,Monaco,2006,0.1
2681,Monaco,2007,0.1
2682,Monaco,2008,0.1
2683,Monaco,2009,0.1
2684,Monaco,2010,0.0
2685,Monaco,2011,0.01
2686,Monaco,2012,0.01
2687,Monaco,2013,0.01
2689,Mongolia,1991,0.0
2690,Mongolia,1995,7.5
2691,Mongolia,1996,12.6
2692,Mongolia,1997,12.7
2693,Mongolia,1998,13.4
2694,Mongolia,1999,12.7
2695,Mongolia,2000,11.4
2696,Mongolia,2001,9.9
2697,Mongolia,2002,7.3
2698,Mongolia,2003,6.2
2699,Mongolia,2004,4.5
2700,Mongolia,2005,4.3
2701,Mongolia,2006,3.3
2702,Mongolia,2007,2.6
2703,Mongolia,2008,2.6
2704,Mongolia,2009,1.9
2705,Mongolia,2010,1.5
2706,Mongolia,2011,1.16
2707,Mongolia,2012,2.87
2708,Mongolia,2013,0.94
2709,Mongolia,2014,0.38
2711,Montenegro,1991,0.0
2712,Montenegro,1995,107.2
2713,Montenegro,1996,107.2
2714,Montenegro,1997,107.2
2715,Montenegro,1998,1.1
2716,Montenegro,1999,1.1
2717,Montenegro,2000,1.1
2718,Montenegro,2006,15.4
2719,Montenegro,2007,4.2
2720,Montenegro,2008,0.5
2721,Montenegro,2009,0.9
2722,Montenegro,2010,0.6
2723,Montenegro,2011,0.72
2724,Montenegro,2012,0.94
2725,Montenegro,2013,0.75
2726,Montenegro,2014,0.72
2728,Morocco,1990,625.4
2729,Morocco,1991,855.8
2730,Morocco,1992,1335.8
2731,Morocco,1993,858.3
2732,Morocco,1994,1288.4
2733,Morocco,1995,1506.6
2734,Morocco,1996,1465.0
2735,Morocco,1997,1304.9
2736,Morocco,1998,1902.9
2737,Morocco,1999,1301.5
2738,Morocco,2000,1456.5
2739,Morocco,2001,2078.0
2740,Morocco,2002,1061.6
2741,Morocco,2003,1177.5
2742,Morocco,2004,1060.9
2743,Morocco,2005,595.4
2744,Morocco,2006,473.7
2745,Morocco,2007,321.1
2746,Morocco,2008,212.7
2747,Morocco,2009,176.4
2748,Morocco,2010,132.3
2749,Morocco,2011,129.7
2750,Morocco,2012,90.84
2751,Morocco,2013,49.41
2752,Morocco,2014,49.1
2754,Mozambique,1991,4.3
2755,Mozambique,1994,30.1
2756,Mozambique,1995,27.9
2757,Mozambique,1996,42.4
2758,Mozambique,1997,20.2
2759,Mozambique,1998,3.3
2760,Mozambique,1999,15.7
2761,Mozambique,2000,18.8
2762,Mozambique,2001,17.3
2763,Mozambique,2002,14.4
2764,Mozambique,2003,3.1
2765,Mozambique,2004,3.0
2766,Mozambique,2005,7.3
2767,Mozambique,2006,9.0
2768,Mozambique,2007,9.2
2769,Mozambique,2008,10.0
2770,Mozambique,2009,9.88
2771,Mozambique,2010,9.6
2772,Mozambique,2011,8.4
2773,Mozambique,2012,8.17
2774,Mozambique,2013,8.25
2776,Myanmar,1991,0.0
2777,Myanmar,1992,16.6
2778,Myanmar,1994,3.4
