,Entity,Year,Food Emissions
1664,Faroe Islands,1990,52046.0
1665,Faroe Islands,1991,52018.8
1666,Faroe Islands,1992,51987.4
1667,Faroe Islands,1993,52142.9
1668,Faroe Islands,1994,52112.7
1669,Faroe Islands,1995,52085.100000000006
1670,Faroe Islands,1996,52116.6
1671,Faroe Islands,1997,52257.2
1672,Faroe Islands,1998,52336.8
1673,Faroe Islands,1999,52463.0
1674,Faroe Islands,2000,52532.4
1675,Faroe Islands,2001,52428.4
1676,Faroe Islands,2002,52522.7
1677,Faroe Islands,2003,52581.1
1678,Faroe Islands,2004,52663.3
1679,Faroe Islands,2005,52666.6
1680,Faroe Islands,2006,50039.4
1681,Faroe Islands,2007,50057.5
1682,Faroe Islands,2008,50046.5
1683,Faroe Islands,2009,50072.0
1684,Faroe Islands,2010,50073.100000000006
1685,Faroe Islands,2011,50392.600000000006
1686,Faroe Islands,2012,50706.4
1687,Faroe Islands,2013,50737.5
1688,Faroe Islands,2014,51361.5
1690,Fiji,1990,2027180.6
1691,Fiji,1991,2030954.1
1692,Fiji,1992,2056007.3
1693,Fiji,1993,2131790.1
1694,Fiji,1994,2153372.5
1695,Fiji,1995,2200014.6
1696,Fiji,1996,2194711.4
1697,Fiji,1997,2199450.6
1698,Fiji,1998,2178918.8
1699,Fiji,1999,2157976.2
1700,Fiji,2000,2157382.6
1701,Fiji,2001,2308690.1
1702,Fiji,2002,2280649.8
1703,Fiji,2003,2320112.9
1704,Fiji,2004,2348285.2
1705,Fiji,2005,2335029.9
1706,Fiji,2006,3184775.2
1707,Fiji,2007,3188245.8
1708,Fiji,2008,3215087.6
1709,Fiji,2009,3204974.4
1710,Fiji,2010,3153333.4000000004
1711,Fiji,2011,1554802.8
1712,Fiji,2012,1645872.8
1713,Fiji,2013,1623482.7999999998
1714,Fiji,2014,1598050.0
1716,Finland,1990,29566814.1
1717,Finland,1991,28877614.1
1718,Finland,1992,28082714.1
1719,Finland,1993,28114014.1
1720,Finland,1994,28825818.9
1721,Finland,1995,27585578.0
1722,Finland,1996,26730836.7
1723,Finland,1997,26364316.7
1724,Finland,1998,26594916.7
1725,Finland,1999,28934625.0
1726,Finland,2000,28966697.0
1727,Finland,2001,58940655.6
1728,Finland,2002,59087284.6
1729,Finland,2003,60614873.6
1730,Finland,2004,62259707.8
1731,Finland,2005,60457539.9
1732,Finland,2006,52082416.7
1733,Finland,2007,49723569.1
1734,Finland,2008,49086760.9
1735,Finland,2009,48653563.7
1736,Finland,2010,50144188.7
1737,Finland,2011,29123946.3
1738,Finland,2012,29671129.4
1739,Finland,2013,29480337.5
1740,Finland,2014,28716194.0
1742,France,1990,161169867.0
1743,France,1991,162591867.0
1744,France,1992,160184867.0
1745,France,1993,158504867.0
1746,France,1994,159428633.70000002
1747,France,1995,161600070.20000002
1748,France,1996,164156143.7
1749,France,1997,164617172.79999998
1750,France,1998,168335033.1
1751,France,1999,171257448.5
1752,France,2000,173672782.2
1753,France,2001,177612476.7
1754,France,2002,177037064.10000002
1755,France,2003,176020537.0
1756,France,2004,177128911.9
1757,France,2005,173778010.8
1758,France,2006,176209505.29999998
1759,France,2007,178453872.70000002
1760,France,2008,176479016.9
1761,France,2009,177762909.2
1762,France,2010,181847751.3
1763,France,2011,176703999.0
1764,France,2012,176944869.79999998
1765,France,2013,173248716.1
1766,France,2014,169633343.5
1768,French Guiana,1990,110312.0
1769,French Guiana,1991,121577.0
1770,French Guiana,1992,116951.0
1771,French Guiana,1993,114353.0
1772,French Guiana,1994,116521.0
1773,French Guiana,1995,120530.0
1774,French Guiana,1996,127472.0
1775,French Guiana,1997,131009.0
1776,French Guiana,1998,142945.0
1777,French Guiana,1999,158906.0
1778,French Guiana,2000,159455.0
1779,French Guiana,2001,160227.0
1780,French Guiana,2002,156701.0
1781,French Guiana,2003,155069.0
1782,French Guiana,2004,168996.0
1783,French Guiana,2005,171841.0
1784,French Guiana,2006,169477.0
1785,French Guiana,2007,153884.0
1786,French Guiana,2008,152313.0
1787,French Guiana,2009,148580.0
1788,French Guiana,2010,163060.0
1789,French Guiana,2011,149573.0
1790,French Guiana,2012,195905.0
1791,French Guiana,2013,200401.0
1792,French Guiana,2014,203397.0
1794,French Polynesia,1990,174676.0
1795,French Polynesia,1991,174987.0
1796,French Polynesia,1992,177000.0
1797,French Polynesia,1993,178839.0
1798,French Polynesia,1994,143061.0
1799,French Polynesia,1995,146964.0
1800,French Polynesia,1996,148778.0
1801,French Polynesia,1997,150811.0
1802,French Polynesia,1998,156339.0
1803,French Polynesia,1999,156206.0
1804,French Polynesia,2000,155789.0
1805,French Polynesia,2001,152394.0
1806,French Polynesia,2002,145543.0
1807,French Polynesia,2003,157007.0
1808,French Polynesia,2004,167103.0
1809,French Polynesia,2005,169978.0
1810,French Polynesia,2006,170543.0
1811,French Polynesia,2007,167260.0
1812,French Polynesia,2008,185569.0
1813,French Polynesia,2009,193421.0
1814,French Polynesia,2010,201992.0
1815,French Polynesia,2011,250441.00000000003
1816,French Polynesia,2012,321895.0
1817,French Polynesia,2013,223498.0
1818,French Polynesia,2014,181142.0
1820,Gabon,1990,4787685.7
1821,Gabon,1991,3921695.7
1822,Gabon,1992,3843375.7
1823,Gabon,1993,3836045.7
1824,Gabon,1994,3660355.7
1825,Gabon,1995,3785161.4
1826,Gabon,1996,3332543.2
1827,Gabon,1997,3174995.0
1828,Gabon,1998,3152971.0
1829,Gabon,1999,3008817.4
1830,Gabon,2000,2696652.6
1831,Gabon,2001,2834150.1
1832,Gabon,2002,3022528.3
1833,Gabon,2003,3258710.4
1834,Gabon,2004,3507212.1
1835,Gabon,2005,3210723.9
1836,Gabon,2006,3106408.3
1837,Gabon,2007,3060935.9
1838,Gabon,2008,3882944.3
1839,Gabon,2009,2551648.4
1840,Gabon,2010,2931521.3
1841,Gabon,2011,3361998.2
1842,Gabon,2012,2944850.4
1843,Gabon,2013,3280526.4
1844,Gabon,2014,2873332.6
1846,Gambia,1990,765125.7000000001
1847,Gambia,1991,795598.7
1848,Gambia,1992,790306.7000000001
1849,Gambia,1993,785617.7
1850,Gambia,1994,810800.7000000001
1851,Gambia,1995,828907.7000000001
1852,Gambia,1996,957246.3
1853,Gambia,1997,976097.6
1854,Gambia,1998,962076.8
1855,Gambia,1999,1209302.0
1856,Gambia,2000,1135991.0
1857,Gambia,2001,1003144.3
1858,Gambia,2002,892524.5
1859,Gambia,2003,972735.6
1860,Gambia,2004,1005443.8000000002
1861,Gambia,2005,1033250.2
1862,Gambia,2006,1063932.3
1863,Gambia,2007,1085553.8
1864,Gambia,2008,1170967.2
1865,Gambia,2009,1357491.4
1866,Gambia,2010,1435323.0
1867,Gambia,2011,1211410.3
1868,Gambia,2012,1251645.1
1869,Gambia,2013,1311033.2
1870,Gambia,2014,1383835.6
1872,Georgia,1990,8551436.897
1873,Georgia,1991,8638586.611
1874,Georgia,1992,7207765.1
1875,Georgia,1993,6360085.1
1876,Georgia,1994,5955575.1
1877,Georgia,1995,5617825.100000001
1878,Georgia,1996,5798550.2
1879,Georgia,1997,5811554.2
1880,Georgia,1998,5583232.1
1881,Georgia,1999,5732635.100000001
1882,Georgia,2000,5844699.5
1883,Georgia,2001,5540419.100000001
1884,Georgia,2002,5696911.7
1885,Georgia,2003,5855509.9
1886,Georgia,2004,5815655.300000001
1887,Georgia,2005,6096783.0
1888,Georgia,2006,5864227.0
1889,Georgia,2007,5879147.1
1890,Georgia,2008,5584676.800000001
1891,Georgia,2009,5436511.699999999
1892,Georgia,2010,5533045.600000001
1893,Georgia,2011,5842283.2
1894,Georgia,2012,6297409.3
1895,Georgia,2013,6409623.0
1896,Georgia,2014,6568764.4
1898,Germany,1990,214344356.9
1899,Germany,1991,211014356.9
1900,Germany,1992,203551356.9
1901,Germany,1993,197842356.9
1902,Germany,1994,197249609.2
1903,Germany,1995,198617401.2
1904,Germany,1996,199053777.5
1905,Germany,1997,197599134.9
1906,Germany,1998,196569160.1
1907,Germany,1999,191490335.8
1908,Germany,2000,188728244.7
1909,Germany,2001,196463600.3
1910,Germany,2002,198905859.4
1911,Germany,2003,198192962.6
1912,Germany,2004,197704846.3
1913,Germany,2005,194373859.9
1914,Germany,2006,184516407.8
1915,Germany,2007,185667268.9
1916,Germany,2008,185093356.1
1917,Germany,2009,180537322.8
1918,Germany,2010,182837092.0
1919,Germany,2011,180737642.9
1920,Germany,2012,180274825.1
1921,Germany,2013,181950191.5
1922,Germany,2014,180832391.7
1924,Ghana,1990,6000945.1
1925,Ghana,1991,6386175.1
1926,Ghana,1992,6382475.1
1927,Ghana,1993,6499175.100000001
1928,Ghana,1994,6667905.1
1929,Ghana,1995,6874994.5
1930,Ghana,1996,6885646.399999999
1931,Ghana,1997,7499790.5
1932,Ghana,1998,8659685.200000001
1933,Ghana,1999,8253165.5
1934,Ghana,2000,8582700.4
1935,Ghana,2001,8760082.5
1936,Ghana,2002,8126974.799999999
1937,Ghana,2003,8111977.6
1938,Ghana,2004,8713026.299999999
1939,Ghana,2005,8740457.899999999
1940,Ghana,2006,9003802.0
1941,Ghana,2007,9364586.0
1942,Ghana,2008,9478626.7
1943,Ghana,2009,10285316.6
1944,Ghana,2010,10481224.8
1945,Ghana,2011,11067871.7
1946,Ghana,2012,11746415.3
1947,Ghana,2013,12221640.4
1948,Ghana,2014,12194271.3
1950,Gibraltar,1990,19099.3
1951,Gibraltar,1991,25200.6
1952,Gibraltar,1992,29218.7
1953,Gibraltar,1993,29698.2
1954,Gibraltar,1994,34395.0
1955,Gibraltar,1995,33622.7
1956,Gibraltar,1996,34386.5
1957,Gibraltar,1997,35446.3
1958,Gibraltar,1998,37781.5
1959,Gibraltar,1999,38356.3
1960,Gibraltar,2000,40037.5
1961,Gibraltar,2001,40688.4
1962,Gibraltar,2002,41161.5
1963,Gibraltar,2003,41723.3
1964,Gibraltar,2004,45084.8
1965,Gibraltar,2005,46262.8
1966,Gibraltar,2006,48151.2
1967,Gibraltar,2007,47473.4
1968,Gibraltar,2008,48052.8
1969,Gibraltar,2009,52240.3
1970,Gibraltar,2010,52532.5
1971,Gibraltar,2011,50984.9
1972,Gibraltar,2012,52599.4
1973,Gibraltar,2013,55236.9
1974,Gibraltar,2014,59529.3
1976,Greece,1990,26657930.700000003
1977,Greece,1991,26756530.7
1978,Greece,1992,26628630.7
1979,Greece,1993,26296430.7
1980,Greece,1994,26670316.9
1981,Greece,1995,26679450.9
1982,Greece,1996,27012041.9
1983,Greece,1997,27404331.8
1984,Greece,1998,27852859.9
1985,Greece,1999,27173497.1
1986,Greece,2000,28329204.6
1987,Greece,2001,28044935.8
1988,Greece,2002,28021968.0
1989,Greece,2003,28818334.2
1990,Greece,2004,28498196.0
1991,Greece,2005,28482072.7
1992,Greece,2006,28623588.5
1993,Greece,2007,29863299.7
1994,Greece,2008,28478000.7
1995,Greece,2009,26489351.3
1996,Greece,2010,26094198.9
1997,Greece,2011,24506133.9
1998,Greece,2012,22660618.8
1999,Greece,2013,22447272.3
2000,Greece,2014,22081842.3
2002,Greenland,1990,44022.1
2003,Greenland,1991,44165.9
2004,Greenland,1992,44394.3
2005,Greenland,1993,44501.4
2006,Greenland,1994,44530.2
2007,Greenland,1995,44624.0
2008,Greenland,1996,44727.9
2009,Greenland,1997,44807.600000000006
2010,Greenland,1998,44930.9
2011,Greenland,1999,45013.2
2012,Greenland,2000,44753.5
2013,Greenland,2001,44876.7
2014,Greenland,2002,44666.6
2015,Greenland,2003,44953.4
2016,Greenland,2004,158899.0
2017,Greenland,2005,174657.0
2018,Greenland,2006,147301.0
2019,Greenland,2007,206749.0
2020,Greenland,2008,204231.0
2021,Greenland,2009,186353.0
2022,Greenland,2010,178345.0
2023,Greenland,2011,181811.0
2024,Greenland,2012,198247.0
2025,Greenland,2013,200718.0
2026,Greenland,2014,196645.0
2028,Grenada,1990,46663.6
2029,Grenada,1991,47127.5
2030,Grenada,1992,47780.7
2031,Grenada,1993,47639.5
2032,Grenada,1994,48481.0
2033,Grenada,1995,49209.8
2034,Grenada,1996,49573.9
2035,Grenada,1997,52581.5
2036,Grenada,1998,55144.7
2037,Grenada,1999,59841.8
2038,Grenada,2000,54474.9
2039,Grenada,2001,59003.600000000006
2040,Grenada,2002,58364.5
2041,Grenada,2003,58839.7
2042,Grenada,2004,63224.5
2043,Grenada,2005,62146.7
2044,Grenada,2006,60944.1
2045,Grenada,2007,62079.4
2046,Grenada,2008,63107.4
2047,Grenada,2009,63541.8
2048,Grenada,2010,63742.3
2049,Grenada,2011,63863.4
2050,Grenada,2012,76549.2
2051,Grenada,2013,80795.5
2052,Grenada,2014,76698.6
2054,Guadeloupe,1990,317103.8
2055,Guadeloupe,1991,328853.2
2056,Guadeloupe,1992,327230.7
2057,Guadeloupe,1993,319222.10000000003
2058,Guadeloupe,1994,328810.5
2059,Guadeloupe,1995,327263.9
2060,Guadeloupe,1996,374565.3
2061,Guadeloupe,1997,383298.7
2062,Guadeloupe,1998,403640.0
2063,Guadeloupe,1999,404764.4
2064,Guadeloupe,2000,406724.7
2065,Guadeloupe,2001,416346.0
2066,Guadeloupe,2002,468217.1
2067,Guadeloupe,2003,446587.1
2068,Guadeloupe,2004,447630.1
2069,Guadeloupe,2005,439368.0
2070,Guadeloupe,2006,569600.1000000001
2071,Guadeloupe,2007,595380.2000000001
2072,Guadeloupe,2008,622712.2000000001
2073,Guadeloupe,2009,579098.0
2074,Guadeloupe,2010,586776.7000000001
2075,Guadeloupe,2011,449676.7
2076,Guadeloupe,2012,557964.1
2077,Guadeloupe,2013,552366.5
2078,Guadeloupe,2014,554871.0
2080,Guam,1990,39969.6
2081,Guam,1991,40911.8
2082,Guam,1992,41992.4
2083,Guam,1993,43109.7
2084,Guam,1994,44076.8
2085,Guam,1995,44986.6
2086,Guam,1996,45826.7
2087,Guam,1997,46677.2
2088,Guam,1998,47368.9
2089,Guam,1999,48102.7
2090,Guam,2000,48755.8
2091,Guam,2001,49162.2
2092,Guam,2002,49543.6
2093,Guam,2003,49785.6
2094,Guam,2004,50151.1
2095,Guam,2005,50399.100000000006
2096,Guam,2006,50152.9
2097,Guam,2007,50364.1
2098,Guam,2008,50480.4
2099,Guam,2009,50601.8
2100,Guam,2010,50732.0
2101,Guam,2011,50970.2
2102,Guam,2012,51494.6
2103,Guam,2013,51715.4
2104,Guam,2014,52030.5
2106,Guatemala,1990,26448886.1
2107,Guatemala,1991,26768557.1
2108,Guatemala,1992,27332621.4
2109,Guatemala,1993,27645518.8
2110,Guatemala,1994,27795999.2
2111,Guatemala,1995,28094172.1
2112,Guatemala,1996,27629263.3
2113,Guatemala,1997,27649766.6
2114,Guatemala,1998,29705931.3
2115,Guatemala,1999,28518861.8
2116,Guatemala,2000,29459680.0
2117,Guatemala,2001,27778651.0
2118,Guatemala,2002,29172294.3
2119,Guatemala,2003,33466657.8
2120,Guatemala,2004,28557079.8
2121,Guatemala,2005,32480265.5
2122,Guatemala,2006,28049466.6
2123,Guatemala,2007,30070711.0
2124,Guatemala,2008,29144794.1
2125,Guatemala,2009,30752946.6
2126,Guatemala,2010,30383152.9
2127,Guatemala,2011,29694961.9
2128,Guatemala,2012,30114814.3
2129,Guatemala,2013,31518621.0
2130,Guatemala,2014,31152066.8
2132,Guinea,1990,22264632.3
2133,Guinea,1991,22464570.8
2134,Guinea,1992,22716870.2
2135,Guinea,1993,22994150.4
2136,Guinea,1994,23361371.6
2137,Guinea,1995,23649820.9
2138,Guinea,1996,21572038.6
2139,Guinea,1997,21743172.1
2140,Guinea,1998,22538020.0
2141,Guinea,1999,22806070.0
2142,Guinea,2000,22757280.7
2143,Guinea,2001,23672732.7
2144,Guinea,2002,23714784.5
2145,Guinea,2003,26227120.5
2146,Guinea,2004,28455900.0
2147,Guinea,2005,27434411.0
2148,Guinea,2006,29005099.3
2149,Guinea,2007,30271284.2
2150,Guinea,2008,26767751.6
2151,Guinea,2009,28822003.9
2152,Guinea,2010,30579558.2
2153,Guinea,2011,32315161.3
2154,Guinea,2012,32376878.6
2155,Guinea,2013,32779854.899999995
2156,Guinea,2014,33406995.4
2158,Guinea-Bissau,1990,2965754.2
2159,Guinea-Bissau,1991,2978943.5
2160,Guinea-Bissau,1992,3019450.3
2161,Guinea-Bissau,1993,3039954.8
2162,Guinea-Bissau,1994,3064577.1
2163,Guinea-Bissau,1995,3110451.8
2164,Guinea-Bissau,1996,3018364.7
2165,Guinea-Bissau,1997,3068575.5
2166,Guinea-Bissau,1998,3313036.5
2167,Guinea-Bissau,1999,3565777.6
2168,Guinea-Bissau,2000,3360486.1
2169,Guinea-Bissau,2001,3708404.6
2170,Guinea-Bissau,2002,3287002.4
2171,Guinea-Bissau,2003,3210811.3
2172,Guinea-Bissau,2004,3170844.5
2173,Guinea-Bissau,2005,3198716.9
2174,Guinea-Bissau,2006,3338560.1
2175,Guinea-Bissau,2007,3428992.1
2176,Guinea-Bissau,2008,3516053.6
2177,Guinea-Bissau,2009,3701440.8
2178,Guinea-Bissau,2010,3842657.8
2179,Guinea-Bissau,2011,3800686.3
2180,Guinea-Bissau,2012,3907686.3
2181,Guinea-Bissau,2013,3951501.2
2182,Guinea-Bissau,2014,3794995.7
2184,Guyana,1990,23697512.3
2185,Guyana,1991,23984033.4
2186,Guyana,1992,24071104.7
2187,Guyana,1993,24236525.9
2188,Guyana,1994,24209591.5
2189,Guyana,1995,24846981.1
2190,Guyana,1996,15942865.0
2191,Guyana,1997,15871641.5
2192,Guyana,1998,19354872.3
2193,Guyana,1999,14916323.9
2194,Guyana,2000,14354437.7
2195,Guyana,2001,17567284.8
2196,Guyana,2002,19174824.4
2197,Guyana,2003,47430036.1
2198,Guyana,2004,17634463.6
2199,Guyana,2005,26387658.6
2200,Guyana,2006,22197430.8
2201,Guyana,2007,21514988.3
2202,Guyana,2008,24267832.5
2203,Guyana,2009,26165348.3
2204,Guyana,2010,38074622.2
2205,Guyana,2011,24092632.4
2206,Guyana,2012,28739086.4
2207,Guyana,2013,26506976.6
2208,Guyana,2014,34770595.4
2210,Haiti,1990,4466489.0
2211,Haiti,1991,4661259.9
2212,Haiti,1992,5102430.100000001
2213,Haiti,1993,4942529.699999999
2214,Haiti,1994,4905958.8
2215,Haiti,1995,4985277.100000001
2216,Haiti,1996,5102633.4
2217,Haiti,1997,5377460.100000001
2218,Haiti,1998,5485283.4
2219,Haiti,1999,5559862.0
2220,Haiti,2000,5950397.6
2221,Haiti,2001,6022002.8
2222,Haiti,2002,6084544.2
2223,Haiti,2003,6132965.8
2224,Haiti,2004,6183274.4
2225,Haiti,2005,6286691.8
2226,Haiti,2006,6315818.3
2227,Haiti,2007,6385944.399999999
2228,Haiti,2008,6415664.0
2229,Haiti,2009,6488166.399999999
2230,Haiti,2010,6504514.0
2231,Haiti,2011,6557869.4
2232,Haiti,2012,6617624.7
2233,Haiti,2013,6667225.4
2234,Haiti,2014,6723961.6
2236,Honduras,1990,48455680.1
2237,Honduras,1991,48554315.4
2238,Honduras,1992,48622937.8
2239,Honduras,1993,48266776.0
2240,Honduras,1994,48757790.2
2241,Honduras,1995,48683102.7
2242,Honduras,1996,47885027.2
2243,Honduras,1997,48261003.2
2244,Honduras,1998,48432986.7
2245,Honduras,1999,47583896.7
2246,Honduras,2000,48003817.2
2247,Honduras,2001,35010991.599999994
2248,Honduras,2002,35929826.1
2249,Honduras,2003,40202639.3
2250,Honduras,2004,36728566.6
2251,Honduras,2005,39136979.5
2252,Honduras,2006,37166503.400000006
2253,Honduras,2007,37868567.3
2254,Honduras,2008,38259235.8
2255,Honduras,2009,38987272.3
2256,Honduras,2010,38887791.0
2257,Honduras,2011,40294220.0
2258,Honduras,2012,38303759.1
2259,Honduras,2013,39572246.5
2260,Honduras,2014,40330675.4
2262,Hong Kong,1990,5066179.100000001
2263,Hong Kong,1991,5409779.1
2264,Hong Kong,1992,5662529.100000001
2265,Hong Kong,1993,5993469.100000001
2266,Hong Kong,1994,5806349.100000001
2267,Hong Kong,1995,5925429.1
2268,Hong Kong,1996,5922689.5
2269,Hong Kong,1997,5888983.1
2270,Hong Kong,1998,6604157.7
2271,Hong Kong,1999,6966207.7
2272,Hong Kong,2000,6693285.9
2273,Hong Kong,2001,6652880.0
2274,Hong Kong,2002,6569260.0
2275,Hong Kong,2003,6790057.6
2276,Hong Kong,2004,6516454.600000001
2277,Hong Kong,2005,6647141.8
2278,Hong Kong,2006,6646181.1
2279,Hong Kong,2007,6762891.8
2280,Hong Kong,2008,6723925.2
2281,Hong Kong,2009,6994340.0
2282,Hong Kong,2010,6862763.4
2283,Hong Kong,2011,7040743.4
2284,Hong Kong,2012,7035600.0
2285,Hong Kong,2013,7143065.199999999
2286,Hong Kong,2014,7299630.0
2288,Hungary,1990,33203477.4
2289,Hungary,1991,30431977.4
2290,Hungary,1992,26207477.4
2291,Hungary,1993,25628577.4
2292,Hungary,1994,25546997.0
2293,Hungary,1995,24748460.2
2294,Hungary,1996,26145007.8
2295,Hungary,1997,25633186.2
2296,Hungary,1998,25350928.0
2297,Hungary,1999,25600867.4
2298,Hungary,2000,25453713.700000003
2299,Hungary,2001,26262233.5
2300,Hungary,2002,25373248.8
2301,Hungary,2003,25344067.0
2302,Hungary,2004,26405482.7
2303,Hungary,2005,25813567.5
2304,Hungary,2006,25692602.8
2305,Hungary,2007,24702539.5
2306,Hungary,2008,23970693.5
2307,Hungary,2009,22416396.200000003
2308,Hungary,2010,22494699.2
2309,Hungary,2011,22399832.0
2310,Hungary,2012,21763376.6
2311,Hungary,2013,22216330.4
2312,Hungary,2014,22841089.3
2314,Iceland,1990,1749773.8
2315,Iceland,1991,1718893.8
2316,Iceland,1992,1816773.8
2317,Iceland,1993,1866233.8
2318,Iceland,1994,1881093.8
2319,Iceland,1995,1834003.8
2320,Iceland,1996,1987220.0
2321,Iceland,1997,2001823.7
2322,Iceland,1998,1943934.3
2323,Iceland,1999,1952364.5
2324,Iceland,2000,1871824.5
2325,Iceland,2001,1851262.3
2326,Iceland,2002,1968262.3
2327,Iceland,2003,1965562.3
2328,Iceland,2004,1922282.3
2329,Iceland,2005,1923502.3
2330,Iceland,2006,1979577.8
2331,Iceland,2007,1789282.3
2332,Iceland,2008,1843772.3
2333,Iceland,2009,1921342.3
2334,Iceland,2010,1877772.3
2335,Iceland,2011,1783232.3
2336,Iceland,2012,1752132.3
2337,Iceland,2013,1838032.3
2338,Iceland,2014,1814662.3
2340,India,1990,792505312.0
2341,India,1991,807735312.0
2342,India,1992,817921312.0
2343,India,1993,830817312.0
2344,India,1994,844551318.7
2345,India,1995,860711766.8
2346,India,1996,864385752.9000001
2347,India,1997,873504922.1
2348,India,1998,888207090.0
2349,India,1999,898045924.6
2350,India,2000,892139201.0
2351,India,2001,897631339.3000001
2352,India,2002,889010266.0
2353,India,2003,905692252.1
2354,India,2004,928161048.0
2355,India,2005,945210285.3
2356,India,2006,970400964.5
2357,India,2007,999650921.7
2358,India,2008,1007452168.0
2359,India,2009,1029303369.0
2360,India,2010,1046896858.0
2361,India,2011,1063136439.0
2362,India,2012,1088985582.0
2363,India,2013,1099330490.0
2364,India,2014,1121027331.0
2366,Indonesia,1990,1764100428.0
2367,Indonesia,1991,1774171469.0
2368,Indonesia,1992,1794731010.0
2369,Indonesia,1993,1803525141.0
2370,Indonesia,1994,1811308822.0
2371,Indonesia,1995,1830093198.0
2372,Indonesia,1996,1626172741.0
2373,Indonesia,1997,2576316365.0
2374,Indonesia,1998,1813525456.0
2375,Indonesia,1999,1701569042.0
2376,Indonesia,2000,1642311373.0
2377,Indonesia,2001,871148431.3
2378,Indonesia,2002,1391587430.0
2379,Indonesia,2003,1003478795.0
2380,Indonesia,2004,1376312949.0
2381,Indonesia,2005,1093922815.0
2382,Indonesia,2006,1599400546.0
2383,Indonesia,2007,985435470.4
2384,Indonesia,2008,982413235.3
2385,Indonesia,2009,1395720624.0
2386,Indonesia,2010,993896646.2
2387,Indonesia,2011,1183836559.0
2388,Indonesia,2012,1207282718.0
2389,Indonesia,2013,1163410303.0
2390,Indonesia,2014,1541440318.0
2392,International aviation,1990,1325230.0
2393,International aviation,1991,1287460.0
2394,International aviation,1992,1329730.0
2395,International aviation,1993,1355130.0
2396,International aviation,1994,1428460.0
2397,International aviation,1995,1484480.0
2398,International aviation,1996,1543900.0
2399,International aviation,1997,1626140.0
2400,International aviation,1998,1683140.0
2401,International aviation,1999,1751900.0
2402,International aviation,2000,1819250.0
2403,International aviation,2001,1779350.0
2404,International aviation,2002,1886080.0
2405,International aviation,2003,1881230.0
2406,International aviation,2004,2030430.0
2407,International aviation,2005,2161600.0
2408,International aviation,2006,2238160.0
2409,International aviation,2007,2304860.0
2410,International aviation,2008,2332940.0
2411,International aviation,2009,2224480.0
2412,International aviation,2010,2339980.0
2413,International aviation,2011,2419900.0
2414,International aviation,2012,2454450.0
2415,International aviation,2013,2506220.0
2416,International aviation,2014,2579380.0
2418,International shipping,1990,12620600.0
2419,International shipping,1991,13079400.0
2420,International shipping,1992,14007400.0
2421,International shipping,1993,13636100.0
2422,International shipping,1994,14078800.0
2423,International shipping,1995,14557500.0
2424,International shipping,1996,14900400.0
2425,International shipping,1997,15305500.0
2426,International shipping,1998,15764300.0
2427,International shipping,1999,16553300.0
2428,International shipping,2000,16998800.0
2429,International shipping,2001,16186699.999999998
2430,International shipping,2002,16704500.0
2431,International shipping,2003,17086400.0
2432,International shipping,2004,18729900.0
2433,International shipping,2005,19409300.0
2434,International shipping,2006,20537100.0
2435,International shipping,2007,21670300.0
2436,International shipping,2008,21738300.0
2437,International shipping,2009,20639700.0
2438,International shipping,2010,22158000.0
2439,International shipping,2011,22311400.0
2440,International shipping,2012,20330800.0
2441,International shipping,2013,20494900.0
2442,International shipping,2014,21028800.0
2444,Iran,1990,100182530.4
2445,Iran,1991,103244530.4
2446,Iran,1992,112443530.4
2447,Iran,1993,104748530.4
2448,Iran,1994,113053530.4
2449,Iran,1995,110636530.4
2450,Iran,1996,113309010.4
2451,Iran,1997,111957093.9
2452,Iran,1998,112222479.3
2453,Iran,1999,109027419.2
2454,Iran,2000,111388437.4
2455,Iran,2001,110810195.4
2456,Iran,2002,111875996.2
2457,Iran,2003,119061199.3
2458,Iran,2004,122953199.3
2459,Iran,2005,128904590.2
2460,Iran,2006,135363445.1
2461,Iran,2007,137215785.5
2462,Iran,2008,136785405.8
2463,Iran,2009,140067454.8
2464,Iran,2010,143396713.1
2465,Iran,2011,142685578.8
2466,Iran,2012,143391429.9
2467,Iran,2013,146727796.89999998
2468,Iran,2014,139771834.2
2470,Iraq,1990,24254339.7
2471,Iraq,1991,18743339.7
2472,Iraq,1992,20641439.7
2473,Iraq,1993,23325539.7
2474,Iraq,1994,22961539.7
2475,Iraq,1995,22347139.7
2476,Iraq,1996,21941910.3
2477,Iraq,1997,25347766.9
2478,Iraq,1998,25050497.7
2479,Iraq,1999,26533982.6
2480,Iraq,2000,27175712.3
2481,Iraq,2001,28098794.0
2482,Iraq,2002,28215304.6
2483,Iraq,2003,23890700.0
2484,Iraq,2004,26500600.0
2485,Iraq,2005,28068400.0
2486,Iraq,2006,27767345.8
2487,Iraq,2007,27499445.1
2488,Iraq,2008,28909256.3
2489,Iraq,2009,30963437.1
2490,Iraq,2010,33256167.0
2491,Iraq,2011,35620463.2
2492,Iraq,2012,36536321.1
2493,Iraq,2013,37038029.4
2494,Iraq,2014,37263909.0
2496,Ireland,1990,28887128.5
2497,Ireland,1991,29137728.5
2498,Ireland,1992,29078028.5
2499,Ireland,1993,29504028.5
2500,Ireland,1994,30086023.8
2501,Ireland,1995,30362264.1
2502,Ireland,1996,30357542.7
2503,Ireland,1997,31167662.3
2504,Ireland,1998,32053926.3
2505,Ireland,1999,32442368.2
2506,Ireland,2000,33625461.0
